private_qid,question,cluster_id,train_lex_qid,train_lex_sim,train_lex_question,train_emb_qid,train_emb_sim,train_emb_question,public_lex_qid,public_lex_sim,public_lex_question,public_emb_qid,public_emb_sim,public_emb_question,hist_cal_a_lex_qid,hist_cal_a_lex_sim,hist_cal_a_lex_question,hist_cal_a_emb_qid,hist_cal_a_emb_sim,hist_cal_a_emb_question,hist_cal_b_lex_qid,hist_cal_b_lex_sim,hist_cal_b_lex_question,hist_cal_b_emb_qid,hist_cal_b_emb_sim,hist_cal_b_emb_question,hist_cal_c_lex_qid,hist_cal_c_lex_sim,hist_cal_c_lex_question,hist_cal_c_emb_qid,hist_cal_c_emb_sim,hist_cal_c_emb_question,hist_cal_d_lex_qid,hist_cal_d_lex_sim,hist_cal_d_lex_question,hist_cal_d_emb_qid,hist_cal_d_emb_sim,hist_cal_d_emb_question
15230,"Có phải tiêu hủy phân bón sản xuất không đúng loại, dạng phân bón không?",4,24114,0.42085743,Thay đổi người đại diện thì cơ sở buôn bán phân bón có phải làm hồ sơ xin cấp lại Giấy phép buôn bán phân bón mới không?,102028,0.58170611,Ngoài nhóm phân bón hữu cơ thì còn những nhóm phân bón nào được pháp luật quy định?,93542,0.22953582,Thông báo định mức thực tế của lượng sản phẩm đã sản xuất không đúng thời hạn thì doanh nghiệp có thể bị phạt bao nhiêu tiền?,111558,0.38748997,"Dán nhãn và công bố thông tin nguyên liệu, nhiên liệu, vật liệu, sản phẩm, hàng hóa, thiết bị có chứa chất ô nhiễm khó phân hủy?",24180,0.16442776,Hàng thừa kế phân chia di sản theo pháp luật được quy định như thế nào?,137956,0.24849932,Cơ sở được cấp giấy phép môi trường có được xử lý chất thải nguy hại không?,13534,0.15432918,"Phân loại quản lý người bị tạm giữ, người bị tạm giam theo quy định pháp luật",116240,0.24853185,Cung cấp nước sinh hoạt không đảm bảo tiêu chuẩn nước sạch vì bị hàm lượng Arsen vượt quá mức quy định sẽ bị xử phạt như thế nào?,121728,0.17027384,Mua dự án bất động sản hình thành trong tương lai chưa thanh toán đủ 30% không được ký hợp đồng có đúng luật không?,74438,0.20753430,Bộ pháp điển của Nhà nước được sử dụng để làm gì?,163720,0.18604374,"Nghệ sĩ có hành vi quảng cáo sản phẩm không đúng sự thật, chất lượng kém có phải chịu trách nhiệm gì không?",3626,0.34991753,Phân NPK có thuộc danh mục hàng hóa thực hiện bình ổn giá hay không?
127320,Công ty trách nhiệm hữu hạn một thành viên giảm vốn điều lệ trong trường hợp nào?,13,26794,0.65218145,Chủ tịch công ty có trách nhiệm tuân thủ điều lệ công ty trách nhiệm hữu hạn một thành viên không?,112336,0.69347966,Ai có quyền quyết định tăng vốn điều lệ của công ty trách nhiệm hữu hạn hai thành viên trở lên?,132790,0.43869901,Công ty trách nhiệm hữu hạn một thành viên có thể chuyển đổi quyền sở hữu doanh nghiệp từ người Việt Nam sang người nước ngoài hay không?,85864,0.84796798,Công ty cổ phần giảm vốn điều lệ từ 10 tỷ xuống 7 tỷ có cần thông báo với cơ quan đăng ký không?,68580,0.31244057,Tình tiết giảm nhẹ trách nhiệm hình sự có phải là một trong những căn cứ để quyết định hình phạt hay không?,68580,0.25651753,Tình tiết giảm nhẹ trách nhiệm hình sự có phải là một trong những căn cứ để quyết định hình phạt hay không?,35588,0.28584468,Hợp đồng ủy quyền vô hiệu trong trường hợp nào?,116056,0.40508753,Trình tự thực hiện chấm dứt sự tồn tại của công ty bị sáp nhập ra sao?,48118,0.48586279,Chủ tịch Công ty trách nhiệm hữu hạn một thành viên Nhà xuất bản Lao động Xã hội có nghĩa vụ gì?,48118,0.33517227,Chủ tịch Công ty trách nhiệm hữu hạn một thành viên Nhà xuất bản Lao động Xã hội có nghĩa vụ gì?,118810,0.42689419,Lương thưởng của Chủ tịch Công ty trách nhiệm hữu hạn một thành viên Nhà xuất bản Lao động Xã hội do ai quyết định?,165486,0.38496169,Quyết định tuyên bố công ty trách nhiệm hữu hạn hai thành viên phá sản có các nội dung gì?
83404,Xây dựng các tiêu chuẩn quốc gia về sử dụng năng lượng tái tạo như thế nào?,0,73818,0.51070374,Tài nguyên năng lượng tái tạo và không tái tạo là gì?,73818,0.62641346,Tài nguyên năng lượng tái tạo và không tái tạo là gì?,12266,0.30361235,Tiêu chuẩn của người ứng cử đại biểu Quốc hội là gì?,12776,0.46765208,Nguyên tắc hội nhập và hợp tác quốc tế về bảo vệ môi trường là gì?,19120,0.34741473,Trình tự xây dựng kế hoạch dự trữ quốc gia về xăng dầu như thế nào?,19120,0.30760956,Trình tự xây dựng kế hoạch dự trữ quốc gia về xăng dầu như thế nào?,116240,0.25400472,Cung cấp nước sinh hoạt không đảm bảo tiêu chuẩn nước sạch vì bị hàm lượng Arsen vượt quá mức quy định sẽ bị xử phạt như thế nào?,82916,0.29676977,Tiêu chí xác định tổ chức đánh giá độc lập gỗ hợp pháp Việt Nam là gì?,89902,0.22012937,"Điều kiện, tiêu chuẩn hành nghề luật sư là gì?",141728,0.29421431,"Quy định về xây dựng và thực hiện kế hoạch thu hồi đất, tổ chức thực hiện phương án bồi thường, hỗ trợ, tái định cư vì mục đích phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng",99550,0.27127266,Tiêu chuẩn của Phó Thủ tướng Chính phủ được quy định như thế nào?,114548,0.29360628,Ghi nhãn và mẫu bảng biểu mẫu nhãn điển hình hướng dẫn sử dụng về Phòng cháy chữa cháy - Chất chữa cháy gốc nước như thế nào?
107210,Tàu thuyền có chiều dài 70m khi cập mạn tàu thuyền khác trong vùng nước cảng biển và khu vực quản lý của Cảng vụ hàng hải có cần sử dụng tàu lai để hỗ trợ không?,1,16008,0.42457455,Thanh tra viên chuyên ngành hàng hải được quyền xử phạt hoa tiêu hàng hải dẫn tàu di chuyển trong vùng nước cảng khi chưa có lệnh điều động của Cảng vụ hàng hải không?,150692,0.50394398,Thời gian làm thủ tục tàu thuyền rời cảng biển là bao lâu?,11672,0.32938039,Tàu biển không đến được cảng trả hàng và không có khả năng chờ đợi để đến cảng trả hàng sau một thời gian hợp lý thì xử lý như thế nào?,148802,0.46044609,"Khi nào tàu, thuyền ra, vào khu vực hàng hải được miễn phí bảo đảm hàng hải?",139590,0.24232161,Đăng ký tàu biển có những hình thức nào?,139590,0.33361921,Đăng ký tàu biển có những hình thức nào?,69572,0.20798397,Đầu tư xây dựng phát triển vùng đệm của khu bảo tồn đất ngập nước có được ngân sách nhà nước hỗ trợ hay không?,42074,0.30436051,Chủ tàu thủy nội địa phải nộp những giấy tờ gì để được vào bến thủy nội địa thuộc thẩm quyền quản lý của Bộ Quốc phòng?,22540,0.16220737,Giấy chứng nhận khả năng chuyên môn thợ máy trực ca tàu biển Việt Nam bị mất thì có được cấp lại hay không?,22540,0.20529005,Giấy chứng nhận khả năng chuyên môn thợ máy trực ca tàu biển Việt Nam bị mất thì có được cấp lại hay không?,68772,0.23242217,"Cơ quan nào có thẩm quyền đóng cảng biển, cảng dầu khí ngoài khơi trong trường hợp khẩn cấp?",68772,0.36022741,"Cơ quan nào có thẩm quyền đóng cảng biển, cảng dầu khí ngoài khơi trong trường hợp khẩn cấp?"
42258,Tiền lương tháng đóng bảo hiểm xã hội bắt buộc được pháp luật quy định như thế nào?,2,72642,0.78878158,"Truy thu, truy đóng tiền lương tháng đóng bảo hiểm xã hội bắt buộc theo quy định pháp luật",72642,0.85467333,"Truy thu, truy đóng tiền lương tháng đóng bảo hiểm xã hội bắt buộc theo quy định pháp luật",139224,0.72696692,Tiền lương tháng đóng bảo hiểm xã hội bắt buộc cho người lao động gồm những khoản nào?,139224,0.95016038,Tiền lương tháng đóng bảo hiểm xã hội bắt buộc cho người lao động gồm những khoản nào?,24180,0.26178169,Hàng thừa kế phân chia di sản theo pháp luật được quy định như thế nào?,167870,0.37557897,Đối tượng nào được tham gia bảo hiểm xã hội tự nguyện?,151114,0.33646572,Giấy phép lái xe được pháp luật quy định như thế nào?,24814,0.42860907,Mục tiêu của quy chế nâng bậc lương thường xuyên tại hệ thống BHXH Việt Nam?,112884,0.61932826,Đóng bảo hiểm xã hội bắt buộc bao nhiêu và trách nhiệm đóng bảo hiểm xã hội như thế nào?,112884,0.72300589,Đóng bảo hiểm xã hội bắt buộc bao nhiêu và trách nhiệm đóng bảo hiểm xã hội như thế nào?,107146,0.38472754,Pháp luật Việt Nam quy định như thế nào?,15214,0.45383126,Tiền lương hưu do Bảo hiểm xã hội chi trả có được miễn thuế thu nhập cá nhân?
61120,"UBND cấp xã, đơn vị quân đội được giao giám sát, giáo dục người chấp hành hình phạt quản chế có thẩm quyền trừ vào thu nhập của người thi hành án không?",14,161288,0.31492770,Người chế tạo trái phép phương tiện kỹ thuật quân sự gây chết người là người bị bệnh nặng có được hoãn chấp hành hình phạt tù không?,92976,0.55585170,Có phải đóng phí cho Ủy ban nhân dân xã giám sát trong thời gian được hưởng án treo hay không?,92862,0.30585659,"Người dưới 18 tuổi đang được áp dụng biện pháp giám sát, giáo dục tại xã, phường, thị trấn có được phép vắng mặt tại nơi cư trú không?",76850,0.37521267,"Biện pháp giáo dục tại xã, phường, thị trấn và biện pháp đưa vào trường giáo dưỡng là gì?",70928,0.25785416,"Để được phép vắng mặt tại nơi cư trú, người được giám sát, giáo dục tại nơi cư trú phải thực hiện thủ tục gì?",70928,0.41768065,"Để được phép vắng mặt tại nơi cư trú, người được giám sát, giáo dục tại nơi cư trú phải thực hiện thủ tục gì?",74502,0.23286372,Thời hạn gửi báo cáo về tình hình quản lý cây xanh đô thị của UBND cấp huyện và Sở Xây dựng là khi nào?,32546,0.32473749,"Không còn các tiêu chuẩn về ngoại ngữ, tin học đối với chấp hành viên trong quân đội?",136090,0.30241305,Ai có quyền giám sát và kiểm sát việc thi hành án hình sự?,136090,0.50001383,Ai có quyền giám sát và kiểm sát việc thi hành án hình sự?,41338,0.25326788,"Nhiệm vụ, quyền hạn của Chủ tịch UBND xã ra sao?",37242,0.36115882,"Hồ sơ đề nghị miễn chấp hành án phạt cải tạo không giam giữ với người bị kết án chấp hành tốt pháp luật, có hoàn cảnh gia đình đặc biệt khó khăn gồm những gì?"
42218,Các biện pháp hạn chế khai thác nước dưới đất được áp dụng theo nguyên tắc nào?,0,121658,0.57212210,Vùng hạn chế khai thác nước dưới đất được phân loại như thế nào?,121658,0.77070057,Vùng hạn chế khai thác nước dưới đất được phân loại như thế nào?,141048,0.42458451,Bồi thường về đất khi Nhà nước thu hồi đất theo nguyên tắc nào?,34022,0.47433642,Việc cấp phép tài nguyên nước được thực hiện dựa trên nguyên tắc nào?,46868,0.17197132,Điều kiện xác định dự án đầu tư có sử dụng đất là gì?,82358,0.28736722,Tủ điều khiển máy bơm nước chữa cháy có cần phải được nối đất an toàn hay không?,106112,0.23723447,Doanh nghiệp nhượng quyền khai thác cát sỏi lòng sông cho doanh nghiệp khác thì thời hạn khai thác có được tính lại từ đầu hay không?,69572,0.38601848,Đầu tư xây dựng phát triển vùng đệm của khu bảo tồn đất ngập nước có được ngân sách nhà nước hỗ trợ hay không?,58510,0.27270818,Thực hiện dự án đầu tư dựa trên nguyên tắc nào?,86744,0.25687551,"Các trường hợp nào Nhà nước tiến hành thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng?",91346,0.30203521,Kiểm soát viên Công ty TNHH MTV Khai thác công trình Thủy lợi Bắc Hưng Hải hoạt động theo nguyên tắc nào?,97630,0.44517866,Cơ quan quản lý có trách nhiệm thế nào đối với vùng đệm của khu bảo tồn đất ngập nước?
59140,Được bố trí người lao động đang nuôi con dưới 12 tháng tuổi làm việc vào ban đêm trong trường hợp nào?,3,89704,0.57199931,Việc nghỉ ngơi đối với lao động nữ trong thời gian nuôi con dưới 12 tháng tuổi được quy định như thế nào?,134566,0.75010943,Người sử dụng lao động có được phép sử dụng người lao động mang thai từ tháng thứ 07 làm việc vào ban đêm không?,71086,0.50039011,Lao động nữ đang nuôi con nhỏ dưới 12 tháng tuổi nhưng bị vi phạm quy định công ty thì công ty có được áp dụng xử lý kỷ luật sa thải không?,148408,0.64118296,Làm thêm giờ vào ban đêm là tự nguyện hay phải có sự thỏa thuận giữa các bên?,122900,0.22316408,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,122900,0.30751595,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,143578,0.25461352,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,143578,0.39636511,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,33764,0.27712882,Mẫu danh sách người lao động đang làm việc đề nghị hỗ trợ tiền thuê nhà như thế nào?,43610,0.32613838,Thời hạn nộp hồ sơ hưởng chế độ thai sản đối với lao động nam có vợ sinh con được quy định thế nào?,133344,0.23244280,Để yêu cầu người lao động làm thêm giờ thì người sử dụng lao động cần đáp ứng được những điều kiện nào?,133344,0.55788594,Để yêu cầu người lao động làm thêm giờ thì người sử dụng lao động cần đáp ứng được những điều kiện nào?
12346,Có được ký kết nhiều hợp đồng lao động xác định thời hạn liên tục?,3,76684,0.62290525,Có được phép ký nhiều lần hợp đồng lao động xác định thời hạn với cùng một người lao động không?,76684,0.94345474,Có được phép ký nhiều lần hợp đồng lao động xác định thời hạn với cùng một người lao động không?,83184,0.31574214,Thời gian được xác định là thời gian làm việc để tính số ngày phép năm của người lao động được quy định như thế nào?,104060,0.55658478,Quyền đơn phương chấm dứt hợp đồng lao động của người lao động hiện nay?,33142,0.19238997,Các trường hợp nào doanh nghiệp cho thuê lại lao động được lấy lại tiền ký quỹ?,122900,0.39349505,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,49814,0.26929224,Giám định lại mức suy giảm khả năng lao động do tai nạn lao động theo thời hạn như thế nào?,143578,0.40938261,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,43610,0.26479650,Thời hạn nộp hồ sơ hưởng chế độ thai sản đối với lao động nam có vợ sinh con được quy định thế nào?,119418,0.35834533,Mức hưởng bảo hiểm xã hội một lần đối với người lao động nước ngoài là bao nhiêu?,103654,0.28018796,Trách nhiệm của người sử dụng lao động khi kết thúc thời gian thử việc được quy định thế nào?,92410,0.46830720,Người lao động đơn phương chấm dứt hợp đồng có phải bồi thường cho công ty bao nhiêu tiền?
56526,"Vi phạm về quảng cáo hóa chất, chế phẩm diệt côn trùng bị xử phạt như thế nào?",17,22674,0.32686043,Vi phạm quy định về quảng cáo bằng loa phóng thanh và hình thức tương tự bị xử phạt như thế nào?,22674,0.57819003,Vi phạm quy định về quảng cáo bằng loa phóng thanh và hình thức tương tự bị xử phạt như thế nào?,90588,0.31342453,Tiếp tục gửi thư điện tử quảng cáo đến người sử dụng đã từ chối nhận quảng cáo thì doanh nghiệp sẽ bị xử phạt vi phạm hành chính ra sao?,90588,0.55081832,Tiếp tục gửi thư điện tử quảng cáo đến người sử dụng đã từ chối nhận quảng cáo thì doanh nghiệp sẽ bị xử phạt vi phạm hành chính ra sao?,65096,0.16895115,Phạm vi bảo về kè trong giao thông đường thủy nội địa được quy định như thế nào?,165238,0.30139992,"Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy phép hoạt động đo đạc và bản đồ của doanh nghiệp có thể bị xử phạt như thế nào?",24342,0.18004978,"Mức phạt đối với hành vi xâm phạm quyền đứng tên, đặt tên tác phẩm là bao nhiêu?",24342,0.33779532,"Mức phạt đối với hành vi xâm phạm quyền đứng tên, đặt tên tác phẩm là bao nhiêu?",117768,0.20801508,Tội phạm tín dụng đen sẽ bị xử lý như thế nào?,152378,0.30492854,Đối tượng bị xử phạt vi phạm hành chính trong hoạt động thương mại là ai?,163720,0.22871917,"Nghệ sĩ có hành vi quảng cáo sản phẩm không đúng sự thật, chất lượng kém có phải chịu trách nhiệm gì không?",163720,0.48471701,"Nghệ sĩ có hành vi quảng cáo sản phẩm không đúng sự thật, chất lượng kém có phải chịu trách nhiệm gì không?"
132580,Cục Bồi thường nhà nước thuộc Bộ Tư pháp có tư cách pháp nhân hay không?,8,26450,0.48497629,Cục Công nghiệp địa phương của Bộ Công Thương có tư cách pháp nhân không?,51272,0.64587682,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,26348,0.43481791,Có được bồi thường khi Nhà nước thu hồi đất công ích đang cho thuê hay không?,56610,0.50075787,Vụ Pháp chế thuộc Tổng cục Thuế làm việc theo chế độ nào?,115950,0.42695296,Hội Thống kê Việt Nam có tư cách pháp nhân không?,141276,0.38697445,Vụ Hợp tác quốc tế thuộc Bộ Thông tin và Truyền thông có chức năng gì?,51272,0.41595739,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,51272,0.64587682,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,74438,0.27715445,Bộ pháp điển của Nhà nước được sử dụng để làm gì?,78214,0.41572118,Cục Thông tin cơ sở trực thuộc Bộ Thông tin và Truyền thông có cơ cấu tổ chức như thế nào? Biên chế công chức của Cục do ai quyết định?,30794,0.29693079,Doanh nghiệp nhà nước có thực hiện công khai thông tin tài chính bất thường không?,45798,0.34003520,Giá đất để tính chi phí bồi thường được quy định như thế nào?
121136,Đóng bảo hiểm y tế khi làm việc theo nhiều hợp đồng lao động ra sao?,2,127634,0.54225117,Trách nhiệm đóng bảo hiểm xã hội của người lao động ra sao?,121012,0.80585259,Đóng bảo hiểm xã hội cho người lao động làm việc với 2 hợp đồng lao động trở lên được pháp luật quy định như thế nào?,166840,0.36454105,Được doanh nghiệp đóng bảo hiểm y tế (BHYT) khi đi làm có phải trả lại thẻ bảo hiểm y tế hộ nghèo không?,43108,0.53971380,Có tính thuế thu nhập cá nhân khoản phí bảo hiểm sức khỏe công ty mua cho người lao động?,122900,0.22464490,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,59162,0.38047519,Người làm công việc sửa chữa đường mỏ được khám sức khỏe định kỳ ít nhất mấy tháng một lần?,143578,0.32456183,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,102958,0.39009693,Người lao động bị tai nạn do say rượu thì có được hưởng chế độ ốm đau không?,112884,0.36792469,Đóng bảo hiểm xã hội bắt buộc bao nhiêu và trách nhiệm đóng bảo hiểm xã hội như thế nào?,112884,0.49882233,Đóng bảo hiểm xã hội bắt buộc bao nhiêu và trách nhiệm đóng bảo hiểm xã hội như thế nào?,92620,0.48776358,Mức đóng bảo hiểm y tế khi tham gia theo đối tượng người lao động được quy định như thế nào?,92620,0.69106555,Mức đóng bảo hiểm y tế khi tham gia theo đối tượng người lao động được quy định như thế nào?
35376,"Hình thức cung cấp thông tin liên quan đến bảo vệ an ninh quốc gia và bảo đảm trật tự, an toàn xã hội trong lĩnh vực tài chính là gì?",18,88764,0.47398597,Bảo vệ các công trình trọng điểm liên quan đến an ninh quốc gia có nằm trong nhiệm vụ bảo vệ an ninh quốc gia không?,25724,0.53057575,Mục đích cung cấp thông tin trong quá trình thực hiện hoạt động phải đảm bảo những gì?,101538,0.35874474,"Quyền hạn của cán bộ Công an làm nhiệm vụ kiểm tra, xử lý vi phạm hành chính về trật tự, an toàn giao thông đường sắt là gì?",109246,0.47907192,Doanh nghiệp nhỏ và vừa có trách nhiệm gì trong việc cung cấp thông tin?,128326,0.29355985,Kinh doanh dịch vụ lưu trú có cần phải có phương án đảm bảo điều kiện về anh ninh trật tự hay không?,128326,0.23485219,Kinh doanh dịch vụ lưu trú có cần phải có phương án đảm bảo điều kiện về anh ninh trật tự hay không?,102570,0.30047822,"Nhiệm vụ của các Hãng hàng không trong việc tăng cường bảo đảm trật tự, an toàn giao thông và chống ùn tắc tại các cảng hàng không trong dịp cao điểm hè năm 2022?",103146,0.28903711,Phòng Tài vụ và Quản trị thuộc Cục Điều tra chống buôn lậu thực hiện những chức năng gì?,30612,0.21135867,Nghĩa vụ của hội viên chính thức của Hiệp hội Điều Việt Nam là gì?,16252,0.26621887,"Thời hạn gửi báo cáo thống kê 6 tháng công tác giải quyết tố giác, tin báo tội phạm và kiến nghị khởi tố của cơ quan điều tra Viện kiểm sát nhân dân là khi nào?",98182,0.21819651,Bên bảo đảm là cá nhân chết thì xử lý tài sản bảo đảm như thế nào?,45234,0.35824570,"Để thực hiện dân chủ trong công tác phòng ngừa, đấu tranh chống tội phạm, Cảnh sát môi trường công khai nội dung bằng những hình thức gì?"
65684,Vi rút máy tính (phần mềm độc hại) là gì?,20,4882,0.34379387,Thuế thu nhập cá nhân từ chuyển nhượng phần mềm được tính như thế nào?,15068,0.54152530,Có bao nhiêu loại bệnh truyền nhiễm hiện nay?,46786,0.31277078,Doanh nghiệp cung cấp dịch vụ thư điện tử có phải báo cáo về hệ thống lọc phần mềm độc hại cho cơ quan có thẩm quyền không?,46786,0.50674152,Doanh nghiệp cung cấp dịch vụ thư điện tử có phải báo cáo về hệ thống lọc phần mềm độc hại cho cơ quan có thẩm quyền không?,1828,0.14872634,Nhà ở là gì?,1828,0.28452086,Nhà ở là gì?,82916,0.17311668,Tiêu chí xác định tổ chức đánh giá độc lập gỗ hợp pháp Việt Nam là gì?,81016,0.31336817,Cấu thành của tội vô ý làm chết người là gì?,97152,0.16644537,Rút tiền mặt tại kho bạc nhà nước ở mức bao nhiêu thì cơ quan đơn vị phải thực hiện đăng ký rút tiền mặt với kho bạc?,50514,0.29266638,Thế nào là cán bộ?,42130,0.14559484,Để được cấp Giấy chứng nhận khả năng chuyên môn sỹ quan máy tàu biển Việt Nam có tổng công suất máy chính dưới 750 kW cần đáp ứng điều kiện gì?,125854,0.27531677,Hành vi tổ chức đánh bạc qua mạng sẽ bị truy cứu trách nhiệm hình sự như thế nào?
120918,Trên hối phiếu đòi nợ có ghi cụm từ “không trả theo lệnh” thì có được chuyển nhượng hối phiếu đó không?,19,95162,0.62209946,Hối phiếu đòi nợ quá hạn thanh toán thì có được phép chuyển nhượng nữa hay không?,10650,0.78679204,Việc chuyển nhượng hối phiếu đòi nợ cho hai người trở lên có giá trị không?,32134,0.29859483,Chuyển nhượng dự án đầu tư là gì?,32134,0.38395277,Chuyển nhượng dự án đầu tư là gì?,21392,0.24365222,Trong trường hợp cử tri là người khuyết tật không thể trực tiếp đi bỏ phiếu phải sử dụng hòm phiếu phụ được thực hiện như thế nào?,56206,0.24402633,Ngân hàng phá sản thì người gửi tiền sẽ được nhận tiền đền bù là bao nhiêu?,96948,0.19271922,Chuyển nhượng hợp đồng mua bán nhà ở hình thành trong tương lai cần có những điều kiện gì?,96948,0.31299451,Chuyển nhượng hợp đồng mua bán nhà ở hình thành trong tương lai cần có những điều kiện gì?,135090,0.16215831,Khi giao kết hợp đồng nhượng quyền thương mại giữa các thương nhân trong nước thì có được dùng tiếng Anh hay không?,117768,0.23245147,Tội phạm tín dụng đen sẽ bị xử lý như thế nào?,10650,0.62017357,Việc chuyển nhượng hối phiếu đòi nợ cho hai người trở lên có giá trị không?,10650,0.78679204,Việc chuyển nhượng hối phiếu đòi nợ cho hai người trở lên có giá trị không?
121026,Trình tự cấp giấy chứng nhận đăng ký quyền liên quan được thực hiện như thế nào?,15,20182,0.55522197,Trình tự cấp Giấy chứng nhận đăng ký hoạt động công nhận tổ chức đánh giá sự phù hợp được quy định thế nào?,18416,0.52112383,"Cách thức, hồ sơ và thủ tục đăng ký tác quyền đối với các tác phẩm âm nhạc?",56484,0.40479791,Giấy chứng nhận đăng ký hộ kinh doanh gồm những điều kiện gì?,40826,0.43450150,Nghĩa vụ và trách nhiệm của người yêu cầu đăng ký biện pháp bảo đảm,64376,0.36327624,Thủ tục đăng ký khoản thu hồi nợ bảo lãnh được thực hiện theo trình tự nào?,139590,0.34022349,Đăng ký tàu biển có những hình thức nào?,48260,0.33123505,Không thực hiện đăng ký thường trú có thể bị phạt như thế nào?,53428,0.28253898,Giấy đăng ký kết hôn là gì?,82994,0.23754996,Viện kiểm sát thực hiện công tác thực hành quyền công tố bắt đầu từ khi nào?,142406,0.24739474,Xe phải đăng ký tạm thời trong trường hợp nào?,130298,0.48836100,Thủ tục cấp giấy chứng nhận đăng ký đầu tư điều chỉnh trong hoạt động dầu khí được thực hiện như thế nào?,21342,0.36421987,Hồ sơ đề nghị cấp giấy chứng nhận đăng ký hoạt động bán hàng đa cấp gồm những thành phần nào?
49282,Phương pháp tài sản trong định giá doanh nghiệp,20,157786,0.51951772,Doanh nghiệp có thể tự lựa chọn phương pháp trích khấu hao tài sản cho doanh nghiệp mình không?,167744,0.53582120,Nội dung phương pháp Tiền sử dụng tài sản vô hình theo cách tiếp cận từ thu nhập trong thẩm định giá tài sản vô hình được quy định như thế nào?,118736,0.43340683,Được thành lập chi nhánh doanh nghiệp đấu giá tài sản ngoài phạm vi nơi doanh nghiệp đăng ký hoạt động không?,15026,0.42203319,"Trong định giá đất cụ thể, cần xây dựng phương án giá đất với nội dung ra sao?",128326,0.23378271,Kinh doanh dịch vụ lưu trú có cần phải có phương án đảm bảo điều kiện về anh ninh trật tự hay không?,95312,0.24096750,Thu hồi tài sản thế chấp thì chi phí liên quan đến việc bảo quản tài sản thế chấp có được tính vào chi phí xử lý tài sản bảo đảm không?,116896,0.32485563,Trong thời gian bao lâu kể từ ngày nhận quyết định bị thu hồi Giấy chứng nhận đăng ký doanh nghiệp thì doanh nghiệp phải nộp hồ sơ giải thể?,119036,0.29792896,Một số ghi chú đối với mẫu năng lực tài chính của nhà đầu tư?,13016,0.30714500,Khi thay đổi thành viên hợp danh của công ty hợp danh là doanh nghiệp hành nghề thanh lý tài sản cần lưu ý gì?,16372,0.28107825,"Trình tự, cách thức thực hiện thành lập doanh nghiệp do Nhà nước nắm giữ 100% vốn điều lệ?",62632,0.37370187,Doanh nghiệp giải thể khi nào?,86494,0.37668580,Doanh nghiệp nhà nước thực hiện trích khấu hao tài sản cố định theo nguyên tắc nào?
78202,Ai có thẩm quyền tổ chức việc lập bản đồ địa chính ở nước ta theo Luật đất đai?,14,160102,0.38779902,Ai có thẩm quyền lập biên bản vi phạm hành chính?,6624,0.54761493,Nội dung đo đạc và bản đồ về biên giới quốc gia gồm những nội dung nào? Cơ quan nào tổ chức thực hiện đo đạc và bản đồ về biên giới quốc gia?,125914,0.25320899,Tổ chức kinh tế là tổ chức như thế nào theo quy định của pháp luật?,128194,0.44675636,Chứng chỉ định giá đất do cơ quan nào có quyền phát hành và được áp dụng trong phạm vi cả nước?,110480,0.25069088,Văn phòng luật sư không đăng ký hoạt động với cơ quan có thẩm quyền sẽ bị xử phạt hành chính ra sao?,165238,0.35258827,"Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy phép hoạt động đo đạc và bản đồ của doanh nghiệp có thể bị xử phạt như thế nào?",130018,0.23191130,Chính quyền địa phương có nhiệm vụ gì trong việc bảo tồn các loài chim?,91476,0.24666615,Nội dung điều tra cơ bản địa chất về khoáng sản bao gồm những gì?,128386,0.19615918,Ai là người lập Báo cáo kết quả thanh tra tại cơ quan hành chính? Và có phải kèm theo bản dự thảo Kết luận thanh tra hay không?,86744,0.34500653,"Các trường hợp nào Nhà nước tiến hành thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng?",58344,0.24119169,Người có quyền yêu cầu hủy việc kết hôn trái pháp luật là ai?,123902,0.29898444,Thanh tra Tài nguyên và Môi trường có những chức năng nào?
