private_qid,question,cluster_id,train_lex_qid,train_lex_sim,train_lex_question,train_emb_qid,train_emb_sim,train_emb_question,public_lex_qid,public_lex_sim,public_lex_question,public_emb_qid,public_emb_sim,public_emb_question,hist_cal_a_lex_qid,hist_cal_a_lex_sim,hist_cal_a_lex_question,hist_cal_a_emb_qid,hist_cal_a_emb_sim,hist_cal_a_emb_question,hist_cal_b_lex_qid,hist_cal_b_lex_sim,hist_cal_b_lex_question,hist_cal_b_emb_qid,hist_cal_b_emb_sim,hist_cal_b_emb_question,hist_cal_c_lex_qid,hist_cal_c_lex_sim,hist_cal_c_lex_question,hist_cal_c_emb_qid,hist_cal_c_emb_sim,hist_cal_c_emb_question,hist_cal_d_lex_qid,hist_cal_d_lex_sim,hist_cal_d_lex_question,hist_cal_d_emb_qid,hist_cal_d_emb_sim,hist_cal_d_emb_question
42218,Các biện pháp hạn chế khai thác nước dưới đất được áp dụng theo nguyên tắc nào?,0,121658,0.57212210,Vùng hạn chế khai thác nước dưới đất được phân loại như thế nào?,121658,0.75372875,Vùng hạn chế khai thác nước dưới đất được phân loại như thế nào?,141048,0.42458451,Bồi thường về đất khi Nhà nước thu hồi đất theo nguyên tắc nào?,34022,0.47131580,Việc cấp phép tài nguyên nước được thực hiện dựa trên nguyên tắc nào?,46868,0.17197132,Điều kiện xác định dự án đầu tư có sử dụng đất là gì?,82358,0.27787194,Tủ điều khiển máy bơm nước chữa cháy có cần phải được nối đất an toàn hay không?,106112,0.23723447,Doanh nghiệp nhượng quyền khai thác cát sỏi lòng sông cho doanh nghiệp khác thì thời hạn khai thác có được tính lại từ đầu hay không?,69572,0.37375906,Đầu tư xây dựng phát triển vùng đệm của khu bảo tồn đất ngập nước có được ngân sách nhà nước hỗ trợ hay không?,58510,0.27270818,Thực hiện dự án đầu tư dựa trên nguyên tắc nào?,86744,0.24880123,"Các trường hợp nào Nhà nước tiến hành thu hồi đất để phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng?",91346,0.30203521,Kiểm soát viên Công ty TNHH MTV Khai thác công trình Thủy lợi Bắc Hưng Hải hoạt động theo nguyên tắc nào?,97630,0.42921191,Cơ quan quản lý có trách nhiệm thế nào đối với vùng đệm của khu bảo tồn đất ngập nước?
59140,Được bố trí người lao động đang nuôi con dưới 12 tháng tuổi làm việc vào ban đêm trong trường hợp nào?,10,89704,0.57199931,Việc nghỉ ngơi đối với lao động nữ trong thời gian nuôi con dưới 12 tháng tuổi được quy định như thế nào?,134566,0.75643075,Người sử dụng lao động có được phép sử dụng người lao động mang thai từ tháng thứ 07 làm việc vào ban đêm không?,71086,0.50039011,Lao động nữ đang nuôi con nhỏ dưới 12 tháng tuổi nhưng bị vi phạm quy định công ty thì công ty có được áp dụng xử lý kỷ luật sa thải không?,148408,0.61453307,Làm thêm giờ vào ban đêm là tự nguyện hay phải có sự thỏa thuận giữa các bên?,122900,0.22316408,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,100770,0.33158472,"Ngoài nghỉ Tết Âm lịch, nghỉ lễ quốc khánh 02/9 thì trong năm 2023 người lao động còn những ngày nghỉ có hưởng lương nào?",143578,0.25461352,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,143578,0.38106158,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,33764,0.27712882,Mẫu danh sách người lao động đang làm việc đề nghị hỗ trợ tiền thuê nhà như thế nào?,43610,0.36858377,Thời hạn nộp hồ sơ hưởng chế độ thai sản đối với lao động nam có vợ sinh con được quy định thế nào?,133344,0.23244280,Để yêu cầu người lao động làm thêm giờ thì người sử dụng lao động cần đáp ứng được những điều kiện nào?,133344,0.52103686,Để yêu cầu người lao động làm thêm giờ thì người sử dụng lao động cần đáp ứng được những điều kiện nào?
12346,Có được ký kết nhiều hợp đồng lao động xác định thời hạn liên tục?,10,76684,0.62290525,Có được phép ký nhiều lần hợp đồng lao động xác định thời hạn với cùng một người lao động không?,76684,0.93704689,Có được phép ký nhiều lần hợp đồng lao động xác định thời hạn với cùng một người lao động không?,83184,0.31574214,Thời gian được xác định là thời gian làm việc để tính số ngày phép năm của người lao động được quy định như thế nào?,104060,0.56553113,Quyền đơn phương chấm dứt hợp đồng lao động của người lao động hiện nay?,33142,0.19238997,Các trường hợp nào doanh nghiệp cho thuê lại lao động được lấy lại tiền ký quỹ?,122900,0.39141640,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,49814,0.26929224,Giám định lại mức suy giảm khả năng lao động do tai nạn lao động theo thời hạn như thế nào?,143578,0.41323835,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,43610,0.26479650,Thời hạn nộp hồ sơ hưởng chế độ thai sản đối với lao động nam có vợ sinh con được quy định thế nào?,119418,0.35789073,Mức hưởng bảo hiểm xã hội một lần đối với người lao động nước ngoài là bao nhiêu?,103654,0.28018796,Trách nhiệm của người sử dụng lao động khi kết thúc thời gian thử việc được quy định thế nào?,92410,0.46806824,Người lao động đơn phương chấm dứt hợp đồng có phải bồi thường cho công ty bao nhiêu tiền?
56526,"Vi phạm về quảng cáo hóa chất, chế phẩm diệt côn trùng bị xử phạt như thế nào?",15,22674,0.32686043,Vi phạm quy định về quảng cáo bằng loa phóng thanh và hình thức tương tự bị xử phạt như thế nào?,22674,0.59728861,Vi phạm quy định về quảng cáo bằng loa phóng thanh và hình thức tương tự bị xử phạt như thế nào?,90588,0.31342453,Tiếp tục gửi thư điện tử quảng cáo đến người sử dụng đã từ chối nhận quảng cáo thì doanh nghiệp sẽ bị xử phạt vi phạm hành chính ra sao?,90588,0.56133872,Tiếp tục gửi thư điện tử quảng cáo đến người sử dụng đã từ chối nhận quảng cáo thì doanh nghiệp sẽ bị xử phạt vi phạm hành chính ra sao?,65096,0.16895115,Phạm vi bảo về kè trong giao thông đường thủy nội địa được quy định như thế nào?,165238,0.30132294,"Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy phép hoạt động đo đạc và bản đồ của doanh nghiệp có thể bị xử phạt như thế nào?",24342,0.18004978,"Mức phạt đối với hành vi xâm phạm quyền đứng tên, đặt tên tác phẩm là bao nhiêu?",24342,0.30635974,"Mức phạt đối với hành vi xâm phạm quyền đứng tên, đặt tên tác phẩm là bao nhiêu?",117768,0.20801508,Tội phạm tín dụng đen sẽ bị xử lý như thế nào?,152378,0.30963182,Đối tượng bị xử phạt vi phạm hành chính trong hoạt động thương mại là ai?,163720,0.22871917,"Nghệ sĩ có hành vi quảng cáo sản phẩm không đúng sự thật, chất lượng kém có phải chịu trách nhiệm gì không?",163720,0.47425461,"Nghệ sĩ có hành vi quảng cáo sản phẩm không đúng sự thật, chất lượng kém có phải chịu trách nhiệm gì không?"
132580,Cục Bồi thường nhà nước thuộc Bộ Tư pháp có tư cách pháp nhân hay không?,5,26450,0.48497629,Cục Công nghiệp địa phương của Bộ Công Thương có tư cách pháp nhân không?,51272,0.64879137,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,26348,0.43481791,Có được bồi thường khi Nhà nước thu hồi đất công ích đang cho thuê hay không?,56610,0.50730485,Vụ Pháp chế thuộc Tổng cục Thuế làm việc theo chế độ nào?,115950,0.42695296,Hội Thống kê Việt Nam có tư cách pháp nhân không?,141276,0.38798317,Vụ Hợp tác quốc tế thuộc Bộ Thông tin và Truyền thông có chức năng gì?,51272,0.41595739,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,51272,0.64879137,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,74438,0.27715445,Bộ pháp điển của Nhà nước được sử dụng để làm gì?,78214,0.40760240,Cục Thông tin cơ sở trực thuộc Bộ Thông tin và Truyền thông có cơ cấu tổ chức như thế nào? Biên chế công chức của Cục do ai quyết định?,30794,0.29693079,Doanh nghiệp nhà nước có thực hiện công khai thông tin tài chính bất thường không?,103788,0.34406456,Trung tâm tư vấn pháp luật Tổng Liên đoàn Lao động Việt Nam có chức năng gì?
121136,Đóng bảo hiểm y tế khi làm việc theo nhiều hợp đồng lao động ra sao?,10,127634,0.54225117,Trách nhiệm đóng bảo hiểm xã hội của người lao động ra sao?,121012,0.80557317,Đóng bảo hiểm xã hội cho người lao động làm việc với 2 hợp đồng lao động trở lên được pháp luật quy định như thế nào?,166840,0.36454105,Được doanh nghiệp đóng bảo hiểm y tế (BHYT) khi đi làm có phải trả lại thẻ bảo hiểm y tế hộ nghèo không?,43108,0.53618461,Có tính thuế thu nhập cá nhân khoản phí bảo hiểm sức khỏe công ty mua cho người lao động?,122900,0.22464490,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,59162,0.37637669,Người làm công việc sửa chữa đường mỏ được khám sức khỏe định kỳ ít nhất mấy tháng một lần?,143578,0.32456183,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,102958,0.38881454,Người lao động bị tai nạn do say rượu thì có được hưởng chế độ ốm đau không?,112884,0.36792469,Đóng bảo hiểm xã hội bắt buộc bao nhiêu và trách nhiệm đóng bảo hiểm xã hội như thế nào?,112884,0.50164241,Đóng bảo hiểm xã hội bắt buộc bao nhiêu và trách nhiệm đóng bảo hiểm xã hội như thế nào?,92620,0.48776358,Mức đóng bảo hiểm y tế khi tham gia theo đối tượng người lao động được quy định như thế nào?,92620,0.68487066,Mức đóng bảo hiểm y tế khi tham gia theo đối tượng người lao động được quy định như thế nào?
35376,"Hình thức cung cấp thông tin liên quan đến bảo vệ an ninh quốc gia và bảo đảm trật tự, an toàn xã hội trong lĩnh vực tài chính là gì?",18,88764,0.47398597,Bảo vệ các công trình trọng điểm liên quan đến an ninh quốc gia có nằm trong nhiệm vụ bảo vệ an ninh quốc gia không?,25724,0.52044737,Mục đích cung cấp thông tin trong quá trình thực hiện hoạt động phải đảm bảo những gì?,101538,0.35874474,"Quyền hạn của cán bộ Công an làm nhiệm vụ kiểm tra, xử lý vi phạm hành chính về trật tự, an toàn giao thông đường sắt là gì?",104406,0.44641626,"Yêu cầu cung cấp thông tin, tài liệu liên quan đến người phạm tội được trả lời trong thời hạn bao lâu?",128326,0.29355985,Kinh doanh dịch vụ lưu trú có cần phải có phương án đảm bảo điều kiện về anh ninh trật tự hay không?,94352,0.26380497,Thế nào là phòng vệ chính đáng khi trộm đột nhập vào nhà theo pháp luật hình sự?,102570,0.30047822,"Nhiệm vụ của các Hãng hàng không trong việc tăng cường bảo đảm trật tự, an toàn giao thông và chống ùn tắc tại các cảng hàng không trong dịp cao điểm hè năm 2022?",103146,0.29311800,Phòng Tài vụ và Quản trị thuộc Cục Điều tra chống buôn lậu thực hiện những chức năng gì?,30612,0.21135867,Nghĩa vụ của hội viên chính thức của Hiệp hội Điều Việt Nam là gì?,16252,0.28773797,"Thời hạn gửi báo cáo thống kê 6 tháng công tác giải quyết tố giác, tin báo tội phạm và kiến nghị khởi tố của cơ quan điều tra Viện kiểm sát nhân dân là khi nào?",98182,0.21819651,Bên bảo đảm là cá nhân chết thì xử lý tài sản bảo đảm như thế nào?,45234,0.37494069,"Để thực hiện dân chủ trong công tác phòng ngừa, đấu tranh chống tội phạm, Cảnh sát môi trường công khai nội dung bằng những hình thức gì?"
65684,Vi rút máy tính (phần mềm độc hại) là gì?,20,4882,0.34379387,Thuế thu nhập cá nhân từ chuyển nhượng phần mềm được tính như thế nào?,15068,0.54364741,Có bao nhiêu loại bệnh truyền nhiễm hiện nay?,46786,0.31277078,Doanh nghiệp cung cấp dịch vụ thư điện tử có phải báo cáo về hệ thống lọc phần mềm độc hại cho cơ quan có thẩm quyền không?,46786,0.49010640,Doanh nghiệp cung cấp dịch vụ thư điện tử có phải báo cáo về hệ thống lọc phần mềm độc hại cho cơ quan có thẩm quyền không?,1828,0.14872634,Nhà ở là gì?,1828,0.30167866,Nhà ở là gì?,82916,0.17311668,Tiêu chí xác định tổ chức đánh giá độc lập gỗ hợp pháp Việt Nam là gì?,81016,0.31743523,Cấu thành của tội vô ý làm chết người là gì?,97152,0.16644537,Rút tiền mặt tại kho bạc nhà nước ở mức bao nhiêu thì cơ quan đơn vị phải thực hiện đăng ký rút tiền mặt với kho bạc?,50514,0.31181464,Thế nào là cán bộ?,42130,0.14559484,Để được cấp Giấy chứng nhận khả năng chuyên môn sỹ quan máy tàu biển Việt Nam có tổng công suất máy chính dưới 750 kW cần đáp ứng điều kiện gì?,70770,0.26883906,Tài khoản định danh điện tử cho người nước ngoài là gì?
120918,Trên hối phiếu đòi nợ có ghi cụm từ “không trả theo lệnh” thì có được chuyển nhượng hối phiếu đó không?,23,95162,0.62209946,Hối phiếu đòi nợ quá hạn thanh toán thì có được phép chuyển nhượng nữa hay không?,10650,0.76736546,Việc chuyển nhượng hối phiếu đòi nợ cho hai người trở lên có giá trị không?,32134,0.29859483,Chuyển nhượng dự án đầu tư là gì?,32134,0.36473942,Chuyển nhượng dự án đầu tư là gì?,21392,0.24365222,Trong trường hợp cử tri là người khuyết tật không thể trực tiếp đi bỏ phiếu phải sử dụng hòm phiếu phụ được thực hiện như thế nào?,74206,0.23584542,Thời hiệu yêu cầu Tòa án tuyên bố giao dịch dân sự vô hiệu,96948,0.19271922,Chuyển nhượng hợp đồng mua bán nhà ở hình thành trong tương lai cần có những điều kiện gì?,96948,0.28869885,Chuyển nhượng hợp đồng mua bán nhà ở hình thành trong tương lai cần có những điều kiện gì?,135090,0.16215831,Khi giao kết hợp đồng nhượng quyền thương mại giữa các thương nhân trong nước thì có được dùng tiếng Anh hay không?,69174,0.22430852,Người nhập cảnh vào Việt Nam gửi ngoại tệ tiền mặt vào tài khoản thanh toán bằng ngoại tệ của cá nhân có phải khai báo Hải quan cửa khẩu không?,10650,0.62017357,Việc chuyển nhượng hối phiếu đòi nợ cho hai người trở lên có giá trị không?,10650,0.76736546,Việc chuyển nhượng hối phiếu đòi nợ cho hai người trở lên có giá trị không?
121026,Trình tự cấp giấy chứng nhận đăng ký quyền liên quan được thực hiện như thế nào?,12,20182,0.55522197,Trình tự cấp Giấy chứng nhận đăng ký hoạt động công nhận tổ chức đánh giá sự phù hợp được quy định thế nào?,18416,0.50519365,"Cách thức, hồ sơ và thủ tục đăng ký tác quyền đối với các tác phẩm âm nhạc?",56484,0.40479791,Giấy chứng nhận đăng ký hộ kinh doanh gồm những điều kiện gì?,40826,0.43185821,Nghĩa vụ và trách nhiệm của người yêu cầu đăng ký biện pháp bảo đảm,64376,0.36327624,Thủ tục đăng ký khoản thu hồi nợ bảo lãnh được thực hiện theo trình tự nào?,139590,0.34626153,Đăng ký tàu biển có những hình thức nào?,48260,0.33123505,Không thực hiện đăng ký thường trú có thể bị phạt như thế nào?,53428,0.27422717,Giấy đăng ký kết hôn là gì?,82994,0.23754996,Viện kiểm sát thực hiện công tác thực hành quyền công tố bắt đầu từ khi nào?,142406,0.24558836,Xe phải đăng ký tạm thời trong trường hợp nào?,130298,0.48836100,Thủ tục cấp giấy chứng nhận đăng ký đầu tư điều chỉnh trong hoạt động dầu khí được thực hiện như thế nào?,21342,0.34694135,Hồ sơ đề nghị cấp giấy chứng nhận đăng ký hoạt động bán hàng đa cấp gồm những thành phần nào?
49282,Phương pháp tài sản trong định giá doanh nghiệp,18,157786,0.51951772,Doanh nghiệp có thể tự lựa chọn phương pháp trích khấu hao tài sản cho doanh nghiệp mình không?,167744,0.53572732,Nội dung phương pháp Tiền sử dụng tài sản vô hình theo cách tiếp cận từ thu nhập trong thẩm định giá tài sản vô hình được quy định như thế nào?,118736,0.43340683,Được thành lập chi nhánh doanh nghiệp đấu giá tài sản ngoài phạm vi nơi doanh nghiệp đăng ký hoạt động không?,15026,0.41772425,"Trong định giá đất cụ thể, cần xây dựng phương án giá đất với nội dung ra sao?",128326,0.23378271,Kinh doanh dịch vụ lưu trú có cần phải có phương án đảm bảo điều kiện về anh ninh trật tự hay không?,95312,0.23600835,Thu hồi tài sản thế chấp thì chi phí liên quan đến việc bảo quản tài sản thế chấp có được tính vào chi phí xử lý tài sản bảo đảm không?,116896,0.32485563,Trong thời gian bao lâu kể từ ngày nhận quyết định bị thu hồi Giấy chứng nhận đăng ký doanh nghiệp thì doanh nghiệp phải nộp hồ sơ giải thể?,119036,0.29053769,Một số ghi chú đối với mẫu năng lực tài chính của nhà đầu tư?,13016,0.30714500,Khi thay đổi thành viên hợp danh của công ty hợp danh là doanh nghiệp hành nghề thanh lý tài sản cần lưu ý gì?,68574,0.24939518,Việc xác định giá trị tài liệu lưu trữ của hệ thống Bảo hiểm xã hội Việt Nam phải đạt yêu cầu nào?,62632,0.37370187,Doanh nghiệp giải thể khi nào?,86494,0.38474333,Doanh nghiệp nhà nước thực hiện trích khấu hao tài sản cố định theo nguyên tắc nào?
78202,Ai có thẩm quyền tổ chức việc lập bản đồ địa chính ở nước ta theo Luật đất đai?,20,160102,0.38779902,Ai có thẩm quyền lập biên bản vi phạm hành chính?,6624,0.56992650,Nội dung đo đạc và bản đồ về biên giới quốc gia gồm những nội dung nào? Cơ quan nào tổ chức thực hiện đo đạc và bản đồ về biên giới quốc gia?,125914,0.25320899,Tổ chức kinh tế là tổ chức như thế nào theo quy định của pháp luật?,128194,0.46826890,Chứng chỉ định giá đất do cơ quan nào có quyền phát hành và được áp dụng trong phạm vi cả nước?,110480,0.25069088,Văn phòng luật sư không đăng ký hoạt động với cơ quan có thẩm quyền sẽ bị xử phạt hành chính ra sao?,165238,0.37051067,"Hành vi tẩy xóa, sửa chữa làm sai lệch nội dung giấy phép hoạt động đo đạc và bản đồ của doanh nghiệp có thể bị xử phạt như thế nào?",130018,0.23191130,Chính quyền địa phương có nhiệm vụ gì trong việc bảo tồn các loài chim?,91476,0.26642644,Nội dung điều tra cơ bản địa chất về khoáng sản bao gồm những gì?,128386,0.19615918,Ai là người lập Báo cáo kết quả thanh tra tại cơ quan hành chính? Và có phải kèm theo bản dự thảo Kết luận thanh tra hay không?,141728,0.38118282,"Quy định về xây dựng và thực hiện kế hoạch thu hồi đất, tổ chức thực hiện phương án bồi thường, hỗ trợ, tái định cư vì mục đích phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng",58344,0.24119169,Người có quyền yêu cầu hủy việc kết hôn trái pháp luật là ai?,164368,0.32185215,"Cơ quan chuyên môn nào có chức năng tham mưu, giúp Ủy ban nhân dân cấp tỉnh quản lý nhà nước về công tác dân tộc?"
41516,Trách nhiệm của chủ đầu tư dự án xây dựng nhà ở thương mại được quy định ra sao?,16,87658,0.55129248,Lựa chọn chủ đầu tư xây dựng dự án xây dựng nhà ở xã hội được quy định thế nào?,75362,0.58981806,Hồ sơ đề nghị chủ đầu tư xác nhận vào văn bản chuyển nhượng hợp đồng mua bán nhà ở thương mại gồm những giấy tờ gì?,156608,0.43825525,Trách nhiệm của Ban đề thi trong việc xây dựng ngân hàng câu hỏi thi quy định ra sao?,165962,0.60703504,Dự án nhà ở thương mại có cần thực hiện kỹ quỹ không? Nếu có thì mức ký quỹ là bao nhiêu?,150562,0.30280524,Trách nhiệm của người có thẩm quyền trong việc lựa chọn nhà thầu được quy định thế nào?,1828,0.35421959,Nhà ở là gì?,129416,0.28584146,Người che giấu tội phạm về tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng có bị truy cứu trách nhiệm hình sự không?,96948,0.32213634,Chuyển nhượng hợp đồng mua bán nhà ở hình thành trong tương lai cần có những điều kiện gì?,14882,0.34927249,Thương nhân nước ngoài hoạt động thương mại tại Việt Nam được pháp luật quy định như thế nào?,14882,0.33400452,Thương nhân nước ngoài hoạt động thương mại tại Việt Nam được pháp luật quy định như thế nào?,100850,0.34403616,Dự án đầu tư là gì?,107264,0.38536608,Nguyên tắc huy động vốn cho phát triển nhà ở là gì?
155448,Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở nước ngoài được cấp lại có phải thực hiện niêm yết không?,6,115978,0.71799898,Trường hợp nào phải nộp lại Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng?,115978,0.67754626,Trường hợp nào phải nộp lại Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng?,130514,0.57944989,Mẫu hợp đồng đưa người lao động Việt Nam đi làm việc ở nước ngoài được quy định thế nào?,100482,0.54505318,Mẫu Giấy phép hoạt động cho thuê lại lao động theo quy định hiện hành là mẫu nào?,122900,0.51165158,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,122900,0.41969144,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,143578,0.33709979,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,143578,0.27826551,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,32398,0.45934683,Doanh nghiệp dịch vụ được đưa người lao động Việt Nam đi làm việc tại Nhật Bản khi đáp ứng điều kiện gì?,32398,0.40417045,Doanh nghiệp dịch vụ được đưa người lao động Việt Nam đi làm việc tại Nhật Bản khi đáp ứng điều kiện gì?,81824,0.40775168,Người lao động có thể chấm dứt hợp đồng làm việc ở nước ngoài với doanh nghiệp dịch vụ nếu bị ngươi sử dụng lao động cưỡng bức lao động không?,7830,0.39970762,"Văn phòng đại diện của tổ chức, cơ sở giáo dục nghề nghiệp nước ngoài tại Việt Nam thực hiện sửa đổi Giấy phép thành lập trong trường hợp nào?"
85464,"Tổ chức sản xuất, kinh doanh giống cây trồng lâm nghiệp đối với lô cây giống phải lập và lưu những giấy tờ gì?",12,131920,0.61831939,Bảo hộ quyền đối với giống cây trồng như thế nào?,105682,0.56589675,Mẫu Tờ khai kỹ thuật mẫu giống cây trồng hiện nay? Lưu mẫu giống cây trồng nhân giống bằng phương pháp hữu tính thực hiện như thế nào?,129310,0.50927722,Hình thức xử phạt khi có hành vi vi phạm về bảo hộ giống cây trồng là gì?,129310,0.35157204,Hình thức xử phạt khi có hành vi vi phạm về bảo hộ giống cây trồng là gì?,118842,0.19233811,Chủ hộ kinh doanh có những quyền và nghĩa vụ nào khi đăng ký hộ kinh doanh?,24180,0.21664727,Hàng thừa kế phân chia di sản theo pháp luật được quy định như thế nào?,116896,0.17983508,Trong thời gian bao lâu kể từ ngày nhận quyết định bị thu hồi Giấy chứng nhận đăng ký doanh nghiệp thì doanh nghiệp phải nộp hồ sơ giải thể?,18852,0.26857227,Những tài liệu kế toán nào phải lưu trữ vĩnh viễn?,8600,0.39806497,Ai ban hành tài liệu khung về tập huấn nghiệp vụ lấy mẫu vật liệu nhân giống cây trồng?,8600,0.37951091,Ai ban hành tài liệu khung về tập huấn nghiệp vụ lấy mẫu vật liệu nhân giống cây trồng?,111444,0.20239443,Người kinh doanh thực phẩm có những nghĩa vụ gì phải đảm bảo thực hiện trong kinh doanh?,40782,0.31855476,Hồ sơ đăng ký học lái xe ô tô gồm những giấy tờ gì?
127666,Đề thi tốt nghiệp THPT được vận chuyển và bàn giao như thế nào?,9,156454,0.64217043,Quy trình ra đề thi tốt nghiệp THPT thế nào?,156454,0.73615670,Quy trình ra đề thi tốt nghiệp THPT thế nào?,127608,0.44791102,Đối tượng dự thi tốt nghiệp THPT 2023 gồm những ai?,127608,0.51435852,Đối tượng dự thi tốt nghiệp THPT 2023 gồm những ai?,13692,0.21391749,Học ngành thiết kế đồ họa trình độ cao đẳng sau khi tốt nghiệp phải đạt được kỹ năng ngoại ngữ như thế nào?,118200,0.27040455,"Hình thức, nội dung và thời gian thi thăng hạng chức danh nghề nghiệp từ Lưu trữ viên trung cấp lên Lưu trữ viên đối với môn tin học như thế nào?",27322,0.27518547,Hồ sơ đăng ký thi THPT quốc gia 2023 mới nhất?,27322,0.45692867,Hồ sơ đăng ký thi THPT quốc gia 2023 mới nhất?,145466,0.28394681,Có được ưu tiên tiếp nhận viên chức tốt nghiệp loại giỏi chuyển công tác về Ủy ban Dân tộc không?,102312,0.34969184,Giáo trình đào tạo trình độ cao đẳng có cấu trúc thế nào?,13804,0.45073628,Ban coi thi tốt nghiệp THPT có những trách nhiệm và quyền hạn gì?,13804,0.51864392,Ban coi thi tốt nghiệp THPT có những trách nhiệm và quyền hạn gì?
162876,Người giải quyết tố cáo làm việc với người tố cáo như thế nào để giải quyết tố cáo trong hoạt động tư pháp?,14,106592,0.67654854,Người giải quyết tố cáo căn cứ quyết định giải quyết tố cáo trong tố tụng hình sự quyết định xử lý như thế nào?,106592,0.82013559,Người giải quyết tố cáo căn cứ quyết định giải quyết tố cáo trong tố tụng hình sự quyết định xử lý như thế nào?,3172,0.39760435,Người nào có quyền tố cáo trong thi hành án hình sự?,31316,0.59778923,Thực hiện việc tố cáo thông qua hình thức đại diện ủy quyền có được hay không?,20528,0.28927648,Giải quyết thủ tục phúc thẩm đối với vụ việc dân sự đã được giải quyết trước ngày 01/7/2016 theo quy định nào?,63502,0.19506304,Nội quy phiên tòa xét xử theo thủ tục sơ thẩm vụ việc dân sự được quy định như thế nào?,118026,0.32596982,Người bị áp giải có hành vi chống đối thì thì người đang thi hành công vụ thực hiện việc áp giải phải làm gì?,136396,0.29274482,"Trách nhiệm tiếp nhận, xử lý, tổng hợp, phân tích báo cáo thống kê của Bộ Tư pháp được quy định như thế nào?",16252,0.29108614,"Thời hạn gửi báo cáo thống kê 6 tháng công tác giải quyết tố giác, tin báo tội phạm và kiến nghị khởi tố của cơ quan điều tra Viện kiểm sát nhân dân là khi nào?",16252,0.28306007,"Thời hạn gửi báo cáo thống kê 6 tháng công tác giải quyết tố giác, tin báo tội phạm và kiến nghị khởi tố của cơ quan điều tra Viện kiểm sát nhân dân là khi nào?",146256,0.42709774,Thời hạn kháng cáo quyết định đình chỉ giải quyết vụ án trong tố tụng hành chính là bao lâu?,149602,0.60711145,Có thể ủy quyền cho người khác thực hiện việc tố cáo hay không?
20658,Chứng thư thẩm định giá là gì?,7,27668,0.64113426,Quy trình thẩm định giá tài sản có bao gồm việc lập báo cáo chứng thư thẩm định giá không?,27668,0.74578929,Quy trình thẩm định giá tài sản có bao gồm việc lập báo cáo chứng thư thẩm định giá không?,134986,0.39141244,Nội dung thẩm định gồm những gì?,128194,0.50295192,Chứng chỉ định giá đất do cơ quan nào có quyền phát hành và được áp dụng trong phạm vi cả nước?,151628,0.26074481,Người chứng kiến là ai?,128960,0.44265392,Có bao nhiêu loại chứng từ theo Nghị định 123/2020/NĐ-CP?,12036,0.36896944,Hồ sơ đề nghị cấp đổi Chứng chỉ định giá đất gồm những giấy tờ gì?,12036,0.42447788,Hồ sơ đề nghị cấp đổi Chứng chỉ định giá đất gồm những giấy tờ gì?,108898,0.27143216,"Hệ số lương Thẩm phán, lương Thư ký Tòa án hiện nay được quy định là bao nhiêu?",144932,0.27388760,Nhiệm vụ của Viện Kiểm sát nhân dân khi thực hiện đấu giá tài sản thi hành án như thế nào?,27668,0.64113426,Quy trình thẩm định giá tài sản có bao gồm việc lập báo cáo chứng thư thẩm định giá không?,27668,0.74578929,Quy trình thẩm định giá tài sản có bao gồm việc lập báo cáo chứng thư thẩm định giá không?
