qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
129660,Công khai báo cáo tài chính của Cục Đăng kiểm Việt Nam được quy định như thế nào?,GENERAL_SEMANTIC,18,,0.6788359788359789,14,0.34765625,3.0707671642303467,1,42370,42208,61435|150467|130251|15491|42208,61435|150467|130251|42370|15491,61435|150467|42370|130251|15491,61435|42370|306022|296620|15491,Thong-tu-49-2018-TT-BTC-huong-dan-co-che-quan-ly-tai-chinh-doi-voi-Cuc-Dang-kiem-Viet-Nam-385312 || Quyet-dinh-16-2007-QD-NHNN-Che-do-bao-cao-tai-chinh-to-chuc-tin-dung-54839 || Thong-tu-133-2015-TT-BTC-quan-ly-tai-chinh-phong-thuong-mai-va-cong-nghiep-Viet-Nam-289179 || Luat-ke-toan-2015-298369 || Van-ban-hop-nhat-14-VBHN-VPQH-2019-Luat-Ke-toan-nam-2015-424235,6|5|2|3|2,6|5|3|5|5,6|5|5|5|5
154966,Có các chất phụ gia thực phẩm nào được phép sử dụng?,CONDITION,12,,0.6375661375661376,12,1.1077880859375,3.724200487136841,1,283918,135174,138562|20261|282261|135174|274388,138562|282261|20261|274388|135174,138562|20261|282261|274388|283918,282261|218681|138562|274388|283918,Thong-tu-24-2019-TT-BYT-quy-dinh-ve-quan-ly-va-su-dung-phu-gia-thuc-pham-360857 || Nghi-dinh-15-2018-ND-CP-huong-dan-Luat-an-toan-thuc-pham-341254 ||  ||  || Thong-tu-01-2022-TT-BNNPTNT-sua-doi-Thong-tu-trong-linh-vuc-thuy-san-501162,6|5|4|3|0,6|5|5|4|3,6|6|6|5|4
163000,Trường hợp nào không được nâng lương trước hạn dù có thành tích xuất sắc?,CONDITION,15,NEGATION,0.6788359788359789,14,0.2939453125,4.384749889373779,1,49036,284829,213278|287381|33244|284829|297316,213278|287381|33244|284829|297316,213278|33244|287381|49036|297316,213278|16650|92245|87051|95957,Quyet-dinh-2796-QD-BTC-2015-Quy-che-nang-bac-luong-truoc-thoi-han-do-lap-thanh-tich-xuat-sac-401836 || Quyet-dinh-39-2022-QD-UBND-Quy-che-nang-bac-luong-truoc-thoi-han-can-bo-cong-chuc-Dak-Lak-532475 || Quyet-dinh-1139-QD-BXD-2018-nang-bac-luong-thuong-xuyen-truoc-thoi-han-doi-voi-can-bo-cong-chuc-4230 || Quyet-dinh-1966-QD-CHK-quy-che-nang-bac-luong-phu-cap-tham-nien-vuot-khung-cong-vien-chuc-lao-dong-2 || Quyet-dinh-28-QD-BTDKT-nam-2014-nang-bac-luong-truoc-han-cong-vien-chuc-Ban-Thi-dua-Khen-thuong-Trun,6|4|4|1|2,6|6|5|4|3,6|6|6|6|6
8894,Trái phiếu chính quyền địa phương được phát hành theo phương thức nào?,GENERAL_SEMANTIC,13,,0.5333333333333332,10,0.26983642578125,3.5180745124816895,1,155346,139358,255954|199374|126546|70436|139358,255954|199374|126546|70436|139358,255954|199374|126546|70436|155346,255954|72083|211248|199374|87124,Nghi-dinh-93-2018-ND-CP-quy-dinh-ve-quan-ly-no-cua-chinh-quyen-dia-phuong-372142 || Nghi-dinh-01-2011-ND-CP-phat-hanh-trai-phieu-Chinh-phu-117016 || Nghi-dinh-163-2018-ND-CP-quy-dinh-ve-phat-hanh-trai-phieu-doanh-nghiep-365270 || Nghi-dinh-153-2020-ND-CP-chao-ban-giao-dich-trai-phieu-doanh-nghiep-tai-thi-truong-trong-nuoc-461187 || Thong-tu-110-2018-TT-BTC-mua-lai-hoan-doi-cong-cu-no-Chinh-phu-trai-phieu-Chinh-phu-bao-lanh-402713,6|6|2|2|1,6|6|6|5|5,6|6|6|5|6
151714,Phụ cấp trách nhiệm đối với kế toán viên của các đơn vị kế toán trong lĩnh vực kế toán nhà nước được quy định như thế nào?,GENERAL_SEMANTIC,28,,0.47857142857142854,10,0.18359375,2.952451229095459,0,,,24070|95164|250077|130251|15491,24070|95164|250077|130251|15491,24070|95164|250077|130251|15491,95164|250077|24070|218843|53872,Thong-tu-04-2018-TT-BNV-huong-dan-tham-quyen-thu-tuc-bo-nhiem-ke-toan-truong-phu-trach-ke-toan-35504 || Nghi-dinh-174-2016-ND-CP-huong-Luat-ke-toan-336391 || Quyet-dinh-875-QD-BTC-2019-thu-tuc-bo-nhiem-ke-toan-truong-don-vi-thuoc-truc-thuoc-Bo-Tai-chinh-4157 || Luat-ke-toan-2015-298369 || Van-ban-hop-nhat-14-VBHN-VPQH-2019-Luat-Ke-toan-nam-2015-424235,6|6|5|2|2,6|6|5|5|5,6|6|5|5|5
135654,"Điều kiện, hồ sơ đăng ký thường trú tại chỗ ở hợp pháp do thuê, mượn, ở nhờ được quy định như thế nào?",PROCEDURE,24,,0.48571428571428565,11,2.4453125,3.5856523513793945,1,6411,10426,72265|64367|236791|10426|274899,72265|64367|236791|10426|274899,72265|64367|236791|6411|274899,72265|64367|236791|6411|144551,Luat-68-2020-QH14-cu-tru-435315 || Nghi-dinh-62-2021-ND-CP-huong-dan-Luat-Cu-tru-473325 || Thong-tu-55-2021-TT-BCA-huong-dan-Luat-Cu-tru-466836 || Luat-Nha-o-2014-259721 || Thong-tu-36-2014-TT-BCA-bieu-mau-su-dung-trong-dang-ky-quan-ly-cu-tru-250026,6|6|6|1|2,6|6|6|1|2,6|6|6|2|4
100548,Thành viên giao dịch đặc biệt bị đình chỉ hoạt động giao dịch trong trường hợp nào?,CONDITION,17,HYPOTHETICAL,0.32380952380952377,8,0.703125,5.4782562255859375,0,,,38281|12716|165780|149676|250526,38281|12716|165780|149676|250526,38281|12716|165780|149676|250526,38281|12716|165780|149676|201484,Thong-tu-58-2021-TT-BTC-huong-dan-Nghi-dinh-158-2020-ND-CP-481364 || Quyet-dinh-01-QD-SGDVN-2022-Quy-che-thanh-vien-cua-So-Giao-dich-Chung-khoan-515940 || Nghi-dinh-155-2020-ND-CP-huong-dan-Luat-Chung-khoan-461323 || Nghi-dinh-158-2020-ND-CP-chung-khoan-phai-sinh-va-thi-truong-chung-khoan-phai-sinh-461192 || Quyet-dinh-84-QD-VSD-2022-Quy-che-thanh-vien-bu-tru-chung-khoan-phai-sinh-520006,6|6|5|6|0,6|6|5|6|5,6|6|6|6|5
130422,Phụ trách kế toán là gì?,DEFINITION,6,,0.5333333333333333,13,0.3701171875,2.0790133476257324,0,,,95164|130251|15491|162150|24070,95164|24070|15491|130251|162150,95164|15491|130251|24070|162150,95164|24070|218843|115424|162150,Nghi-dinh-174-2016-ND-CP-huong-Luat-ke-toan-336391 || Van-ban-hop-nhat-14-VBHN-VPQH-2019-Luat-Ke-toan-nam-2015-424235 || Luat-ke-toan-2015-298369 || Thong-tu-04-2018-TT-BNV-huong-dan-tham-quyen-thu-tuc-bo-nhiem-ke-toan-truong-phu-trach-ke-toan-35504 || Thong-tu-29-2022-TT-BTC-tieu-chuan-chuyen-mon-ngach-cong-chuc-ke-toan-thue-hai-quan-du-tru-517146,5|5|5|5|1,5|5|5|5|5,5|5|5|5|5
128820,Người điều khiển xe máy vận chuyển hàng hóa cần đảm bảo kích thước hàng hóa được vận chuyển như thế nào?,GENERAL_SEMANTIC,22,,0.61005291005291,11,0.15625,0.7158851623535156,0,,,192790|107319|196603|221909|213014,221909|192790|213014|107319|196603,221909|213014|196603|107319|192790,15486|117541|213014|221909|50885,Luat-giao-thong-duong-bo-2008-23-2008-QH12-82203 || Nghi-dinh-10-2020-ND-CP-kinh-doanh-va-dieu-kien-kinh-doanh-van-tai-bang-xe-o-to-315260 || Thong-tu-12-2020-TT-BGTVT-quan-ly-hoat-dong-van-tai-bang-xe-o-to-va-dich-vu-ho-tro-van-tai-duong-bo- || Van-ban-hop-nhat-15-VBHN-VPQH-2019-Luat-Giao-thong-duong-bo-424690 || Thong-tu-46-2015-TT-BGTVT-tai-trong-kho-gioi-han-luu-hanh-xe-qua-tai-trong-qua-kho-gioi-han-duong-bo,5|2|3|6|4,6|5|5|6|6,6|5|6|6|6
142944,Đối tượng được thu thập thông tin về cầu lao động là ai?,GENERAL_SEMANTIC,13,,0.8084656084656084,18,0.482421875,4.329926490783691,0,,,34366|84617|110536|129823|220208,34366|84617|110536|129823|220208,34366|84617|110536|220208|129823,34366|84617|110536|145207|220208,Thong-tu-01-2022-TT-BLDTBXH-thu-thap-luu-tru-tong-hop-thong-tin-thi-truong-lao-dong-503573 || Luat-viec-lam-nam-2013-215628 || Thong-tu-11-2022-TT-BLDTBXH-huong-dan-ho-tro-viec-lam-ben-vung-Chuong-trinh-giam-ngheo-520433 || Thong-tu-13-2020-TT-BLDTBXH-Danh-gia-tinh-hinh-tai-nan-va-su-co-ky-thuat-gay-mat-an-toan-lao-dong-45 || Bo-Luat-lao-dong-2019-333670,5|2|3|3|1,5|5|5|3|2,5|5|5|3|5
165418,Quảng cáo nước rửa tay diệt khuẩn 99% cần phải đảm bảo những thông tin gì?,GENERAL_SEMANTIC,16,,0.7555555555555555,16,0.1953125,1.7547913789749146,0,,,91466|126836|201003|140906|17575,126836|201003|17575|91466|140906,126836|201003|91466|17575|140906,126836|201003|17575|9129|140906,Van-ban-hop-nhat-47-VBHN-VPQH-2018-Luat-Quang-cao-407247 || Luat-Quang-cao-2012-142541 || Nghi-dinh-181-2013-ND-CP-huong-dan-Luat-quang-cao-213649 || Thong-tu-09-2015-TT-BYT-xac-nhan-noi-dung-quang-cao-san-pham-hang-hoa-dich-vu-quan-ly-cua-Bo-Y-te-27 || Quyet-dinh-4149-QD-BVHTTDL-2017-Quy-tac-ung-xu-hoat-dong-quang-cao-409614,2|2|5|3|2,3|5|5|3|2,5|5|5|6|5
68716,"Giám đốc, Phó Giám đốc Cảng vụ hàng không do ai bổ nhiệm hay miễn nhiễm?",GENERAL_SEMANTIC,16,NEGATION,0.6613756613756614,12,0.912109375,4.246236324310303,1,230594,68307,104781|74349|61567|62734|68307,104781|74349|62734|61567|68307,104781|74349|62734|61567|230594,104781|185515|108937|145392|74349,Quyet-dinh-3424-QD-BGTVT-2017-quy-dinh-chuc-nang-nhiem-vu-co-cau-to-chuc-Cang-vu-hang-khong-370258 || Thong-tu-19-2021-TT-BGTVT-quy-dinh-to-chuc-va-hoat-dong-cua-Cang-vu-hang-hai-488442 || Thong-tu-47-2016-TT-BGTVT-trang-phuc-phu-hieu-bien-hieu-can-bo-cong-vien-chuc-Cang-vu-hang-khong-318 || Luat-hang-khong-dan-dung-Viet-Nam-2006-66-2006-QH11-12983 || Thong-tu-29-2021-TT-BGTVT-huong-dan-quan-ly-khai-thac-cang-hang-khong-san-bay-496788,5|5|2|3|0,5|5|2|5|2,5|5|2|5|2
32236,Bảng giá đất có được sử dụng làm căn cứ để tính giá trị quyền sử dụng đất để trả cho người tự nguyện trả lại đất cho Nhà nước hay không?,CONDITION,32,CROSSREF|NEGATION,0.7595238095238095,16,0.5859375,3.8524627685546875,0,,,184038|305455|119968|302127|250290,184038|119968|250290|305455|302127,184038|119968|305455|250290|302127,82956|250290|184142|91276|263804, || Quyet-dinh-37-2019-QD-UBND-quy-dinh-bang-gia-dat-ap-dung-tinh-Vinh-Long-nam-2020-2024-433182 || Luat-dat-dai-2013-215836 || Quyet-dinh-70-2019-QD-UBND-ban-hanh-Bang-gia-cac-loai-dat-tinh-An-Giang-434583 || Quyet-dinh-74-2019-QD-UBND-Bang-gia-dat-dinh-ky-5-nam-tinh-Long-An-435050,4|4|3|4|3,5|5|5|4|3,5|5|5|4|4
45250,"Tiêu chuẩn để được làm hiệu trưởng trường trung cấp, trường cao đẳng là gì?",DEFINITION,15,INSTRUMENT,0.71984126984127,15,0.0224609375,3.458040475845337,0,,,66159|201540|22825|299925|167203,66159|22825|201540|167203|299925,66159|201540|22825|167203|299925,66159|22825|167203|267450|236560,Luat-Giao-duc-nghe-nghiep-2014-259733 || Thong-tu-14-2021-TT-BLDTBXH-Dieu-le-truong-trung-cap-477996 || Thong-tu-32-2020-TT-BGDDT-Dieu-le-truong-trung-hoc-co-so-truong-trung-hoc-pho-thong-443627 || Quyet-dinh-748-QD-BGTVT-2019-quy-dinh-tieu-chuan-chuc-danh-lanh-dao-Bo-Giao-thong-415819 || Thong-tu-15-2021-TT-BLDTBXH-Dieu-le-truong-cao-dang-477997,5|2|5|2|2,6|5|5|3|4,6|5|5|5|6
153148,Khai thác gỗ rừng trồng thông thường do Nhà nước là đại diện chủ sở hữu có thuộc trường hợp phê duyệt phương án khai thác hay không?,GENERAL_SEMANTIC,28,NEGATION,0.2444444444444447,6,0.73828125,4.458395957946777,0,,,14606|90989|293705|170722|143165,14606|90989|293705|170722|143165,14606|90989|293705|170722|143165,14606|90989|293705|254201|143165,Thong-tu-26-2022-TT-BNNPTNT-quan-ly-truy-xuat-nguon-goc-lam-san-549025 || Thong-tu-27-2018-TT-BNNPTNT-quy-dinh-quan-ly-truy-xuat-nguon-goc-lam-san-402849 || Nghi-dinh-156-2018-ND-CP-huong-dan-Luat-Lam-nghiep-379366 || Thong-tu-28-2018-TT-BNNPTNT-quy-dinh-ve-quan-ly-rung-ben-vung-402853 || Luat-Bao-ve-va-Phat-trien-rung-2004-29-2004-QH11-52653,6|6|6|3|4,6|6|6|6|6,6|6|6|6|6
160472,Thủ tục cấp Giấy phép kinh doanh vật liệu nổ công nghiệp được thực hiện như thế nào?,PROCEDURE,18,,0.5727513227513228,12,0.693359375,3.329482316970825,1,201556,216174,205761|238207|46289|130731|216174,205761|238207|46289|130731|201556,205761|238207|46289|130731|201556,201556|238207|205761|213014|277700,Luat-Quan-ly-su-dung-vu-khi-vat-lieu-no-cong-cu-ho-tro-2017-320097 || Quyet-dinh-2089A-QD-BCT-2018-thu-tuc-hanh-chinh-Vat-lieu-no-cong-nghiep-Bo-Cong-Thuong-391833 || Thong-tu-85-2018-TT-BQP-quy-dinh-ve-quan-ly-hoat-dong-vat-lieu-no-cong-nghiep-tien-chat-thuoc-no-374 || Thong-tu-13-2018-TT-BCT-quy-dinh-quan-ly-su-dung-vat-lieu-no-cong-nghiep-385904 || Quyet-dinh-3625-QD-BCA-C41-2018-thu-tuc-hanh-chinh-trong-quan-ly-vu-khi-vat-lieu-no-Bo-Cong-an-39226,6|4|5|5|0,6|5|5|5|3,6|5|6|6|3
62006,Tổ chức đánh giá độc lập về Hệ thống bảo đảm gỗ hợp pháp Việt Nam thực hiện đánh giá định kỳ bao nhiêu tháng một lần?,GENERAL_SEMANTIC,27,,0.7780423280423281,18,0.6015625,3.1115005016326904,0,,,297981|131817|72674|156443|225210,297981|131817|72674|225210|156443,297981|131817|72674|225210|156443,297981|286575|146353|139994|225210,Nghi-dinh-102-2020-ND-CP-quy-dinh-He-thong-bao-dam-go-hop-phap-Viet-Nam-451590 || Thong-tu-18-2019-TT-BKHCN-danh-gia-dich-vu-to-chuc-su-nghiep-cong-lap-linh-vuc-khoa-hoc-433950 || Thong-tu-33-2018-TT-BNNPTNT-kiem-ke-theo-doi-dien-bien-rung-402802 || Thong-tu-22-2022-TT-BKHDT-thuc-hien-Bo-tieu-chi-chat-luong-thong-ke-Nha-nuoc-den-2030-545260 || Thong-tu-28-2017-TT-BLDTBXH-he-thong-dam-bao-chat-luong-trong-co-so-giao-duc-nghe-nghiep-346976,6|3|1|3|1,6|3|2|3|5,6|3|3|4|5
64204,Sử dụng phương tiện điện tử để phạm tội đánh bạc có thể bị phạt bao nhiêu năm tù?,SANCTION,19,,0.5055555555555555,9,1.18359375,4.168025493621826,0,,,245154|43981|24778|98892|1679,245154|43981|98892|24778|1679,43981|245154|98892|24778|1679,43981|245154|74653|161110|98892,Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-luat-hinh-su-2015-296661 || Nghi-dinh-144-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-an-ninh-an-toan-xa-hoi-425471 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 || ,4|6|5|5|1,6|6|5|6|2,6|6|6|6|5
52962,Xe chở vật liệu xây dựng rơi vãi xuống đường gây tai nạn giao thông có bị xử lý hình sự không?,GENERAL_SEMANTIC,22,NEGATION,0.7150793650793651,13,0.390625,1.7457445859909058,1,91006,107319,43981|245154|24778|50885|107319,50885|43981|245154|91006|24778,43981|245154|50885|91006|24778,50885|91006|245154|173521|126466,Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-luat-hinh-su-2015-296661 || Nghi-dinh-100-2019-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-giao-thong-duong-bo-va-duong-sat-426369 || Nghi-dinh-46-2016-ND-CP-xu-phat-vi-pham-hanh-chinh-giao-thong-duong-bo-duong-sat-288330 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056,4|5|4|1|3,4|5|6|6|5,5|5|6|6|5
118074,Nhiệm vụ và quyền hạn của Tổng cục Phòng chống thiên tai là gì?,DEFINITION,14,,0.6444444444444445,13,0.091796875,3.364121913909912,1,30685,153472,48619|57832|66022|153472|107536,48619|66022|57832|107536|153472,48619|66022|57832|107536|30685,48619|225375|66022|50764|9248,Quyet-dinh-26-2017-QD-TTg-chuc-nang-co-cau-Tong-cuc-Phong-chong-thien-tai-Bo-Nong-nghiep-353918 || Quyet-dinh-03-2018-QD-TTg-co-cau-to-chuc-cua-Tong-cuc-Khi-tuong-Thuy-van-thuoc-Bo-tai-nguyen-373800 || Quyet-dinh-10-2023-QD-TTg-chuc-nang-nhiem-vu-quyen-han-cua-Tong-cuc-Khi-tuong-Thuy-van-564442 || Quyet-dinh-689-QD-BTNMT-2018-chuc-nang-nhiem-vu-Van-phong-Tong-cuc-Khi-tuong-Thuy-van-376947 || Quyet-dinh-699-QD-BTNMT-2018-co-cau-to-chuc-cua-Vu-To-chuc-can-bo-376993,5|5|3|0|2,6|5|5|5|5,6|5|5|5|5
