qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
99242,Bóng cười có bị cấm sản xuất tại Việt Nam không?,GENERAL_SEMANTIC,11,NEGATION,0.7777777777777778,17,0.0078125,1.2498114109039307,1,259205,126836,201003|126836|69484|7683|208872,69484|201003|7683|208872|126836,69484|208872|201003|7683|259205,101555|69484|259205|208872|220365,Nghi-dinh-98-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-hoat-dong-san-xuat-buon-ban-hang-gia-406627 ||  || Luat-Quang-cao-2012-142541 || Thong-tu-28-2014-TT-BVHTTDL-quan-ly-hoat-dong-mua-ban-hang-hoa-quoc-te-267539 || Nghi-dinh-69-2018-ND-CP-huong-dan-Luat-Quan-ly-ngoai-thuong-382305,1|2|4|3|1,3|4|5|4|2,5|5|5|4|5
38702,Khi kết thúc điều trị nắn chỉnh răng hai hàm sử dụng mắc cài sứ truyền thống cần thực hiện những việc gì?,GENERAL_SEMANTIC,23,HYPOTHETICAL,0.6746031746031746,15,0.0078125,3.4985814094543457,1,58855,36340,116971|45655|17489|83120|36340,116971|45655|17489|83120|36340,116971|45655|17489|83120|58855,116971|45655|154031|54328|36340,Quyet-dinh-2121-QD-BYT-2020-tai-lieu-Huong-dan-quy-trinh-ky-thuat-chuyen-nganh-Rang-ham-mat-454411 || Quyet-dinh-3108-QD-BYT-2015-tai-lieu-chuyen-mon-huong-dan-chan-doan-dieu-tri-benh-Rang-Ham-Mat-28510 || Thong-tu-15-2019-TT-BVHTTDL-bao-quan-tu-bo-phuc-hoi-di-tich-434020 ||  || Thong-tu-34-2012-TT-NHNN-phat-trien-bao-tri-phan-mem-nghiep-vu-ngan-hang-162371,6|6|0|0|0,6|6|0|0|0,6|6|1|0|0
71950,Pháp nhân thương mại được quy định như thế nào?,GENERAL_SEMANTIC,10,,0.5968253968253968,13,0.0078125,3.484243631362915,1,119613,198374,81598|220365|132797|153054|198374,81598|220365|132797|153054|21398,81598|220365|132797|153054|119613,81598|119613|43981|245154|21398,Bo-luat-dan-su-2015-296215 || Luat-Thuong-mai-2005-36-2005-QH11-2633 || Bo-luat-Dan-su-2005-33-2005-QH11-2463 || Bo-luat-Dan-su-1995-44-L-CTN-39391 || Nghi-dinh-55-2020-ND-CP-huong-dan-Luat-Thi-hanh-an-hinh-su-thi-hanh-an-phap-nhan-thuong-mai-443525,5|2|5|5|3,5|5|6|5|4,5|6|6|5|5
100080,Tổng giám đốc Tổng công ty Viễn thông MobiFone được đề nghị Hội đồng thành viên quyết định bổ nhiệm những chức danh nào?,PROCEDURE,24,INSTRUMENT,0.5706349206349206,11,0.0078125,3.501433849334717,1,115758,60818,251459|58154|36967|135528|60818,251459|135528|36967|58154|60818,251459|58154|36967|135528|115758,251459|115758|135528|134613|240460,Quyet-dinh-1524-QD-BTTTT-Dieu-le-to-chuc-hoat-dong-tong-cong-ty-vien-thong-mobiFone-2015-290968 || Quyet-dinh-618-QD-UBQLV-2022-Quy-che-quan-ly-tai-chinh-cua-Cong-ty-me-Vien-thong-MobiFone-544588 || Quyet-dinh-552-QD-BXD-2017-quan-ly-nguoi-quan-ly-doanh-nghiep-do-Bo-Xay-dung-lam-dai-dien-373475 || Nghi-dinh-25-2016-ND-CP-dieu-le-to-chuc-hoat-dong-tap-doan-buu-chinh-vien-thong-Viet-Nam-308264 || Nghi-dinh-118-2013-ND-CP-Dieu-le-to-chuc-hoat-dong-Tap-doan-Det-May-Viet-Nam-209734,6|3|3|6|2,6|3|3|6|3,6|6|4|6|5
19426,Có bắt buộc lập hồ sơ quản lý tại mỗi điểm kết nối tín hiệu đèn báo hiệu trên đường bộ tại đường ngang với đèn giao thông đường bộ hay không?,PROCEDURE,32,NEGATION,0.5373015873015873,12,0.0078125,3.7622087001800537,1,184715|150499,118171|50885,129719|279475|216398|118171|50885,129719|279475|216398|150499|50885,129719|279475|216398|184715|150499,129719|150499|279475|184715|107319,Thong-tu-28-2018-TT-BGTVT-ket-noi-tin-hieu-den-giao-thong-duong-bo-voi-tin-hieu-den-duong-ngang-3673 ||  || Thong-tu-37-2018-TT-BGTVT-quy-dinh-ve-quan-ly-khai-thac-va-bao-tri-cong-trinh-duong-bo-374657 || Thong-tu-50-2015-TT-BGTVT-huong-dan-11-2010-ND-CP-quan-ly-bao-tri-ket-cau-ha-tang-giao-thong-duong-b || Luat-Duong-sat-2017-307545,6|6|1|1|1,6|6|2|2|2,6|6|5|4|5
57478,Phí công chứng phải nộp khi công chứng hợp đồng mua bán là bao nhiêu?,GENERAL_SEMANTIC,15,HYPOTHETICAL,0.5333333333333333,13,0.0078125,2.903280735015869,1,57221,293727,248593|114415|267782|47546|293727,114415|248593|267782|47546|57221,114415|248593|267782|47546|57221,114415|57221|267782|248593|47546,Luat-Cong-chung-2014-238638 || Thong-tu-257-2016-TT-BTC-phi-cong-chung-thuc-tham-dinh-hanh-nghe-cong-chung-the-cong-chung-vien-3332 || Quyet-dinh-08-2016-QD-UBND-muc-tran-thu-lao-cong-chung-thanh-pho-Ho-Chi-Minh-306699 ||  || Thong-tu-226-2016-TT-BTC-phi-chung-thuc-322363,5|5|5|5|0,5|5|5|5|4,5|5|5|5|4
70886,"14 tuổi phạm tội cướp tài sản, giết người thì bị phạt bao nhiêu năm tù?",SANCTION,16,,0.4555555555555555,9,0.0078125,2.6730902194976807,1,161003,102434,245154|43981|24778|147066|102434,245154|43981|24778|147066|161003,245154|43981|24778|147066|161003,43981|245154|237914|175298|177925,Bo-luat-hinh-su-2015-296661 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 || Bo-luat-Hinh-su-1985-17-LCT-HDNN7-37003 || Bo-luat-hinh-su-2009-sua-doi-37-2009-QH12-90648,6|5|6|4|3,6|6|6|5|5,6|6|6|6|6
84194,Điều kiện trở thành hội viên Hiệp hội Doanh nhân Việt Nam ở nước ngoài là gì?,DEFINITION,17,,0.8296296296296296,19,0.0089111328125,3.651238441467285,1,57743,69410,20307|181387|62869|69410|135848,20307|181387|62869|135848|69410,20307|181387|62869|135848|57743,20307|181387|71721|253943|37921,Quyet-dinh-81-QD-BNV-phe-duyet-Dieu-le-sua-doi-bo-sung-Hiep-hoi-Doanh-nhan-176368 || Quyet-dinh-390-QD-BNV-nam-2010-phe-duyet-Dieu-le-cua-Hiep-hoi-Chu-hang-Viet-Nam-180677 || Quyet-dinh-172-QD-BNV-2015-phe-duyet-Dieu-le-Hiep-hoi-Xuat-khau-lao-dong-Viet-Nam-268652 || Quyet-dinh-514-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-Hiep-hoi-Du-lich-173447 || Quyet-dinh-897-QD-BNV-2022-Dieu-le-sua-doi-Hiep-hoi-Doanh-nghiep-cua-Thuong-binh-539580,5|2|3|2|1,6|2|5|2|4,6|4|5|3|5
35056,Chất lượng của lựu quả tươi hạng II được quy định như thế nào?,GENERAL_SEMANTIC,14,,0.737037037037037,16,0.009765625,1.8749996423721313,1,48177,289932,235935|17058|161384|242694|289932,235935|17058|161384|242694|289932,235935|17058|161384|48177|242694,297738|146691|190878|279109|61960, ||  ||  ||  || ,6|3|4|0|1,6|4|5|2|5,6|6|5|6|6
42086,Nội dung báo cáo kết quả kiểm định xây dựng?,GENERAL_SEMANTIC,10,,0.6801587301587302,15,0.009765625,3.7765910625457764,1,67734,115126,83081|42262|89392|128471|115126,83081|42262|89392|128471|115126,83081|42262|89392|128471|67734,83081|67734|234609|42262|167359,Thong-tu-10-2021-TT-BXD-huong-dan-Nghi-dinh-06-2021-ND-CP-va-Nghi-dinh-44-2016-ND-CP-486108 || Nghi-dinh-15-2021-ND-CP-huong-dan-mot-so-noi-dung-quan-ly-du-an-dau-tu-xay-dung-466771 || Luat-Xay-dung-2014-238644 || Nghi-dinh-35-2023-ND-CP-sua-doi-cac-Nghi-dinh-thuoc-linh-vuc-quan-ly-nha-nuoc-516212 || Quyet-dinh-2692-QD-BGDDT-2018-quy-dinh-ve-cong-tac-kiem-tra-cua-Bo-Giao-duc-va-Dao-tao-388680,5|2|5|1|1,5|4|5|2|2,5|5|5|4|4
41364,Điều kiện công nhận hoàn thành chương trình trung học của học sinh là gì?,DEFINITION,15,,0.7119047619047619,15,0.01171875,2.559678077697754,1,199119|256444,27623|146513,218445|199759|22825|27623|146513,218445|199759|199119|27623|22825,218445|199759|199119|256444|22825,145718|199119|256444|104092|206812,Quyet-dinh-11-2006-QD-BGD-DT-Quy-che-xet-cong-nhan-tot-nghiep-trung-hoc-co-so-11027 || Luat-giao-duc-2019-367665 || Thong-tu-22-2021-TT-BGDDT-danh-gia-hoc-sinh-trung-hoc-co-so-485242 || Thong-tu-43-2021-TT-BGDDt-danh-gia-hoc-vien-giao-duc-thuong-xuyen-cap-trung-hoc-co-so-499850 || Thong-tu-32-2020-TT-BGDDT-Dieu-le-truong-trung-hoc-co-so-truong-trung-hoc-pho-thong-443627,5|5|1|0|2,5|5|5|2|2,5|5|5|2|5
25174,Hoạt động thanh tra tài nguyên và môi trường gồm những nội dung nào? ,GENERAL_SEMANTIC,14,,0.6880952380952381,15,0.01171875,3.770139217376709,1,67945|303096,193936|136938,131811|72305|117074|193936|136938,131811|117074|72305|193936|303096,131811|117074|72305|67945|303096,131811|117074|303096|81400|184038,Nghi-dinh-35-2009-ND-CP-to-chuc-hoat-dong-Thanh-tra-Tai-nguyen-Moi-truong-86917 || Thong-tu-27-2019-TT-BTNMT-phuong-tien-thiet-bi-ky-thuat-cua-Thanh-tra-tai-nguyen-va-moi-truong-43259 || Luat-Thanh-tra-2022-544688 || Luat-Dat-dai-2003-13-2003-QH11-51685 || Nghi-dinh-08-2022-ND-CP-huong-dan-Luat-Bao-ve-moi-truong-479457,5|3|5|1|2,5|4|5|4|2,5|5|5|5|2
75114,Có được viết giấy đặt cọc không có công chứng không?,CONDITION,11,NEGATION,0.6775132275132275,15,0.01171875,1.7096054553985596,1,183078,153054,81598|114415|132797|259656|153054,81598|114415|132797|259656|183078,81598|132797|114415|183078|259656,183078|114415|132797|81598|156354,Bo-luat-dan-su-2015-296215 || Bo-luat-Dan-su-2005-33-2005-QH11-2463 || Luat-Cong-chung-2014-238638 || Nghi-dinh-99-2022-ND-CP-dang-ky-bien-phap-bao-dam-542323 || Nghi-dinh-23-2015-ND-CP-cap-chung-thuc-ban-sao-tu-ban-chinh-chung-thuc-chu-ky-266857,4|4|5|1|3,5|4|5|2|5,5|5|5|2|5
12820,Thu hồi hoàn thuế trong những trường hợp nào?,PROCEDURE,9,,0.6626984126984128,15,0.01171875,2.695887327194214,1,240117,222640,133819|161949|160381|195677|222640,133819|195677|160381|161949|240117,133819|195677|160381|161949|240117,71436|240117|195677|190965|133819,Quyet-dinh-679-QD-TCT-2023-Quy-trinh-hoan-thue-568320 ||  || Thong-tu-80-2021-TT-BTC-huong-dan-Luat-Quan-ly-thue-Nghi-dinh-126-2020-ND-CP-466716 || Luat-quan-ly-thue-2019-387595 || Luat-thue-thu-nhap-ca-nhan-2007-04-2007-QH12-59652,5|4|4|5|1,5|5|5|5|1,5|5|5|5|4
53834,Điều kiện để chuyển nhượng Condotel là gì?,DEFINITION,8,,0.6603174603174604,15,0.01171875,1.421954870223999,1,85368,113741,287560|168163|223375|184038|113741,287560|168163|223375|184038|305455,287560|168163|223375|184038|85368,85368|2113|287560|6411|168163, || Nghi-dinh-02-2022-ND-CP-huong-dan-Luat-Kinh-doanh-bat-dong-san-2014-484653 || Luat-Kinh-doanh-bat-dong-san-2014-259722 ||  || Nghi-dinh-88-2021-ND-CP-thu-tien-cap-quyen-su-dung-tan-so-vo-tuyen-dien-489892,5|5|5|1|0,5|5|5|2|3,5|5|5|3|3
136288,Việc quy hoạch cảng hàng không phải dựa trên những căn cứ nào để thực hiện?,GENERAL_SEMANTIC,16,CROSSREF|NEGATION,0.66005291005291,12,0.01171875,3.2912862300872803,1,258509|239017,20594|288109,214505|61567|11665|20594|288109,214505|11665|61567|20594|258509,214505|61567|11665|258509|239017,11665|214505|258509|292772|305455,Nghi-dinh-05-2021-ND-CP-quan-ly-khai-thac-cang-hang-khong-san-bay-463681 || Luat-hang-khong-dan-dung-Viet-Nam-2006-66-2006-QH11-12983 || Quyet-dinh-648-QD-TTg-2023-phat-trien-he-thong-cang-hang-khong-san-bay-toan-quoc-2021-2030-568857 || Luat-quy-hoach-322935 || Thong-tu-23-2021-TT-BGTVT-lua-chon-nha-dau-tu-cong-trinh-dich-vu-chuyen-nganh-hang-khong-493941,5|5|4|2|2,5|5|5|3|4,5|5|5|5|4
68018,"Trường hợp nào thì bị thu hồi, hủy giá trị sử dụng hộ chiếu?",PROCEDURE,14,,0.6391534391534393,13,0.01171875,4.82641077041626,1,268007,206126,52666|77650|244943|206126|132219,52666|77650|244943|132219|206126,52666|244943|77650|132219|268007,52666|244943|132219|268007|305134,Luat-Xuat-canh-nhap-canh-cua-cong-dan-Viet-Nam-2019-402073 || Nghi-dinh-76-2020-ND-CP-huong-dan-doi-tuong-cap-thu-hoi-huy-gia-tri-su-dung-giay-thong-hanh-446497 || Luat-Nhap-canh-xuat-canh-qua-canh-cu-tru-cua-nguoi-nuoc-ngoai-tai-Viet-Nam-2014-238649 ||  || Nghi-dinh-16-2020-ND-CP-huong-dan-Luat-Quoc-tich-Viet-Nam-433706,6|2|5|3|0,6|4|5|3|3,6|6|5|5|5
65880,Người đứng đầu cơ quan cung cấp thông tin bảo đảm các biện pháp kỹ thuật trong việc cung cấp thông tin nhằm mục đích gì?,GENERAL_SEMANTIC,26,,0.6343915343915345,14,0.01171875,4.111263275146484,1,218610,107812,21977|251339|183078|241299|107812,21977|251339|183078|241299|107812,21977|251339|183078|241299|218610,21977|241299|183078|251339|295631,Nghi-dinh-13-2018-ND-CP-huong-dan-Luat-tiep-can-thong-tin-348639 || Luat-tiep-can-thong-tin-2016-280116 || Nghi-dinh-99-2022-ND-CP-dang-ky-bien-phap-bao-dam-542323 ||  || ,6|5|2|3|1,6|5|2|5|2,6|5|5|5|4
49818,"Điều kiện về Giấy khen để được tặng ""Bằng khen của Thủ tướng chính phủ"" ra sao?",CONDITION,17,,0.6261904761904762,12,0.01171875,3.8737223148345947,1,274422,231961,85834|261914|295779|167368|231961,85834|261914|295779|167368|192255,85834|261914|295779|167368|274422,261914|274422|85834|192255|106161,Luat-Thi-dua-Khen-thuong-2022-418232 || Nghi-dinh-91-2017-ND-CP-huong-dan-Luat-thi-dua-khen-thuong-315685 || Luat-Thi-dua-Khen-thuong-2003-15-2003-QH11-51686 || Quyet-dinh-2418-QD-BHXH-2020-Quy-che-thi-dua-khen-thuong-cua-Bao-hiem-xa-hoi-Viet-Nam-460813 || Thong-tu-151-2018-TT-BQP-huong-dan-thi-dua-khen-thuong-trong-Quan-doi-nhan-dan-Viet-Nam-399280,5|5|3|2|0,5|6|5|6|4,5|6|5|6|5
14814,"Ai có thẩm quyền quyết định chủ trương về thanh lý, xử lý trang thiết bị tìm kiếm cứu nạn?",PROCEDURE,20,INSTRUMENT,0.6166666666666667,13,0.01171875,4.008500576019287,1,291209|75590,151530|79032,127335|259504|151530|79032|104903,127335|259504|151530|79032|104903,127335|259504|104903|291209|75590,127335|291209|259504|205761|110243,Quyet-dinh-124-2007-QD-TTg-Quy-che-quan-ly-trang-thiet-bi-tim-kiem-cuu-nan-54005 || Nghi-dinh-30-2017-ND-CP-quy-dinh-to-chuc-hoat-dong-ung-pho-su-co-thien-tai-tim-kiem-cuu-nan-320085 || Quyet-dinh-1281-QD-BGTVT-2018-phan-cap-su-dung-tai-san-cong-tai-cac-co-quan-thuoc-Bo-Giao-thong-3891 || Quyet-dinh-1291-QD-BNN-TCTL-nam-2013-Quy-che-cua-Ban-chi-dao-Tim-kiem-cuu-nan-192681 || Quyet-dinh-51-2015-QD-TTg-to-chuc-tim-kiem-cuu-nan-giao-thong-duong-thuy-noi-dia-293043,6|6|2|3|3,6|6|3|3|3,6|6|3|3|3
164984,Khi có dự báo xảy ra sự cố thiên tai thì cơ quan nào có trách nhiệm tổ chức và duy trì hoạt động của cơ quan thường trực Phòng chống thiên tai?,PROCEDURE,33,HYPOTHETICAL,0.5716931216931217,11,0.01171875,4.245545387268066,1,191771,22174,259504|237571|243124|224977|22174,259504|237571|243124|224977|22174,259504|237571|243124|224977|191771,259504|110243|153299|254670|89571,Nghi-dinh-30-2017-ND-CP-quy-dinh-to-chuc-hoat-dong-ung-pho-su-co-thien-tai-tim-kiem-cuu-nan-320085 || Quyet-dinh-20-2021-QD-TTg-quan-ly-su-dung-trang-thiet-bi-chuyen-dung-phong-chong-thien-tai-476469 || Luat-phong-chong-thien-tai-nam-2013-197310 || Thong-tu-10-2019-TT-BGTVT-quy-dinh-ve-phong-chong-thien-tai-trong-linh-vuc-hang-hai-408960 || Thong-tu-03-2019-TT-BGTVT-phong-chong-va-khac-phuc-hau-qua-thien-tai-trong-linh-vuc-duong-bo-407515,6|2|4|2|0,6|5|6|5|6,6|5|6|5|6
85098,Chó nhà có dấu hiệu mắc bệnh Dại thì có bị tiêu hủy không?,GENERAL_SEMANTIC,14,NEGATION,0.45793650793650786,8,0.01171875,3.190812349319458,1,88309,177440,291854|72491|129920|253221|177440,291854|72491|129920|88309|253221,291854|72491|129920|88309|253221,291854|72491|129920|88309|221584,Thong-tu-07-2016-TT-BNNPTNT-phong-chong-dich-benh-dong-vat-tren-can-313499 || Ke-hoach-105-KH-UBND-2022-thuc-hien-Chuong-trinh-quoc-gia-phong-chong-benh-Dai-Ha-Noi-509211 || Luat-thu-y-2015-282384 || Nghi-dinh-90-2017-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-thu-y-336190 || Thong-tu-24-2022-TT-BNNPTNT-co-so-vung-an-toan-dich-benh-dong-vat-549293,6|5|5|2|1,6|5|5|6|5,6|5|5|6|6
