qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
99302,Sinh viên mới tốt nghiệp đang ở quê muốn vào Sài Gòn để xin việc thì có được chứng thực sơ yếu lý lịch ở Sài Gòn không?,CONDITION,28,NEGATION,0.8658730158730159,20,0.3671875,0.6386113166809082,1,210867|248776|173452,37580|64367|77650,259656|156354|37580|64367|77650,156354|259656|37580|248776|64367,259656|156354|210867|248776|173452,210867|248776|156354|173452|156,Nghi-dinh-23-2015-ND-CP-cap-chung-thuc-ban-sao-tu-ban-chinh-chung-thuc-chu-ky-266857 || Thong-tu-01-2020-TT-BTP-huong-dan-ve-cap-ban-sao-tu-so-goc-chung-thuc-chu-ky-436529 || Thong-tu-43-2023-TT-BTC-sua-doi-Thong-tu-nop-xuat-trinh-va-khai-thong-tin-ve-dang-ky-so-ho-khau-5710 || Quyet-dinh-14-2000-QD-VPCP-Quy-che-tuyen-chon-can-bo-cong-chuc-177028 || Nghi-dinh-109-2016-ND-CP-cap-chung-chi-hanh-nghe-nguoi-hanh-nghe-cap-giay-phep-hoat-dong-316127,2|1|1|3|1,2|3|1|3|1,3|5|1|3|1
99804,Nhiệm vụ và quyền hạn của Ban Thường vụ Hội Nhạc sĩ Việt Nam được quy định thế nào?,GENERAL_SEMANTIC,19,,0.8648148148148148,20,0.169921875,4.569023609161377,1,229209|286540|24332,47307|134982|205838,97500|47307|229046|134982|205838,97500|229046|47307|134982|229209,97500|229046|229209|286540|24332,97500|12703|108916|60889|102561,Quyet-dinh-679-QD-BNV-2021-phe-duyet-Dieu-le-sua-doi-cua-Hoi-Nhac-si-Viet-Nam-476042 || Quyet-dinh-840-QD-BNV-2021-phe-duyet-Dieu-le-Hoi-Bao-ve-quyen-tac-pham-dien-anh-483281 || Quyet-dinh-42-QD-BNV-2015-Dieu-le-Hoi-Ho-tro-khac-phuc-hau-qua-bom-min-Viet-Nam-264038 || Quyet-dinh-615-QD-BNV-2015-phe-duyet-Dieu-le-Hoi-Bao-tro-benh-nhan-ngheo-Tay-Nam-Bo-283658 || Quyet-dinh-492-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-Hoi-Tam-than-hoc-141510,4|1|1|1|1,4|2|2|1|2,6|2|2|1|3
141380,Quỹ thành viên là gì?,DEFINITION,5,,0.8611111111111112,19,0.0859375,2.6760125160217285,1,268656,265884,268313|138768|22282|265884|217480,268313|138768|22282|217480|268656,268313|217480|268656|138768|22282,268313|268656|165780|217480|151239,Luat-Chung-khoan-nam-2019-399763 || Nghi-dinh-93-2019-ND-CP-ve-to-chuc-hoat-dong-cua-quy-xa-hoi-quy-tu-thien-398154 || Nghi-dinh-30-2012-ND-CP-to-chuc-hoat-dong-quy-xa-hoi-tu-thien-137920 || Nghi-dinh-45-2021-ND-CP-thanh-lap-to-chuc-hoat-dong-cua-Quy-ho-tro-phat-trien-hop-tac-xa-469454 || Nghi-dinh-39-2019-ND-CP-to-chuc-va-hoat-dong-cua-Quy-Phat-trien-doanh-nghiep-nho-va-vua-325336,2|3|3|3|1,4|3|4|4|3,5|4|5|4|5
149374,Trường hợp nào không áp dụng diện tích tối thiểu của thửa đất mới hình thành?,CONDITION,16,NEGATION,0.8611111111111112,19,0.1376953125,2.713608741760254,1,159712,188205,94475|286146|213842|188205|152927,213842|94475|286146|188205|152927,213842|94475|159712|286146|152927,213842|159712|236745|99880|131857,Quyet-dinh-30-2021-QD-UBND-han-muc-giao-dat-cong-nhan-quyen-su-dung-dat-Quang-Tri-499075 || Quyet-dinh-40-2021-QD-UBND-dieu-kien-tach-thua-dat-dieu-kien-hop-thua-dat-tinh-Lam-Dong-493463 || Quyet-dinh-42-2014-QD-UBND-dien-tich-kich-thuoc-canh-thua-toi-thieu-duoc-phep-tach-thua-dat-Phu-Yen- || Quyet-dinh-08-2020-QD-UBND-quy-dinh-dinh-muc-su-dung-dat-tinh-An-Giang-442663 || Quyet-dinh-21-2021-QD-UBND-dieu-kien-tach-thua-dat-dieu-kien-hop-thua-dat-tinh-Binh-Thuan-486679,3|3|2|1|1,4|3|4|3|1,5|5|6|5|4
142774,BOG là gì?,DEFINITION,3,,0.8595238095238096,20,0.43359375,2.1366424560546875,1,151206,128583,141894|184142|128583|242302|146614,242302|146614|141894|184142|128583,242302|146614|141894|151206|184142,242302|146614|151206|275738|290592,Thong-tu-40-2022-TT-BCT-Quy-chuan-ky-thuat-an-toan-kho-chua-khi-thien-nhien-hoa-long-549089 ||  || Nghi-dinh-42-2020-ND-CP-Danh-muc-hang-hoa-nguy-hiem-van-chuyen-bang-phuong-tien-duong-bo-439336 || Thong-tu-103-2021-TT-BTC-huong-dan-phuong-thuc-trich-lap-Quy-binh-on-gia-xang-dau-495500 || Quyet-dinh-02-2020-QD-UBND-quy-dinh-Bang-gia-dat-Thanh-pho-Ho-Chi-Minh-2020-2024-433608,1|1|2|1|2,1|1|2|1|2,2|2|2|2|2
115756,Chi phí làm sổ đỏ bao gồm những gì?,GENERAL_SEMANTIC,9,,0.8584656084656085,20,1.25390625,1.7988723516464233,1,305455|102478,283304|86314,22159|140215|248593|283304|86314,22159|140215|248593|283304|102478,22159|140215|248593|305455|102478,196443|22159|305455|267782|32966,Nghi-quyet-47-2016-NQ-HDND-phi-tham-dinh-ho-so-cap-giay-chung-nhan-quyen-su-dung-dat-Nghe-An-339041 || Nghi-quyet-08-2020-NQ-HDND-muc-thu-mien-giam-quan-ly-va-su-dung-phi-le-phi-tinh-Bac-Lieu-450221 || Thong-tu-257-2016-TT-BTC-phi-cong-chung-thuc-tham-dinh-hanh-nghe-cong-chung-the-cong-chung-vien-3332 || Luat-dat-dai-2013-215836 || Thong-tu-85-2019-TT-BTC-huong-dan-phi-va-le-phi-tham-quyen-quyet-dinh-Hoi-dong-nhan-dan-tinh-431619,3|5|1|2|1,5|5|2|2|1,5|5|3|2|4
147540,Chứng thực sơ yếu lý lịch là gì?,DEFINITION,8,,0.8574074074074074,20,0.18359375,1.6938978433609009,0,,,259656|156354|71651|179895|129113,156354|259656|71651|179895|129113,259656|156354|71651|179895|129113,179895|32997|71651|116035|125915,Nghi-dinh-23-2015-ND-CP-cap-chung-thuc-ban-sao-tu-ban-chinh-chung-thuc-chu-ky-266857 || Thong-tu-01-2020-TT-BTP-huong-dan-ve-cap-ban-sao-tu-so-goc-chung-thuc-chu-ky-436529 || Thong-tu-03-2018-TT-NHNN-cap-Giay-phep-to-chuc-va-hoat-dong-cua-to-chuc-Tai-chinh-vi-mo-328857 || Thong-bao-692-TB-BGDDT-2022-tuyen-sinh-di-hoc-tai-Lao-518244 || Nghi-dinh-130-2018-ND-CP-huong-dan-Luat-Giao-dich-dien-tu-ve-chu-ky-so-358259,4|3|0|1|0,4|5|4|2|2,5|5|5|3|2
89770,Chủ tịch Ủy ban nhân dân cấp xã được quyền xử phạt người làm hư hại hiện vật trong bảo tàng không?,SANCTION,22,NEGATION,0.8537037037037036,18,0.45166015625,1.7548085451126099,1,32643,98892,125585|98892|63930|210490|9129,125585|9129|63930|210490|32643,9129|125585|32643|63930|210490,9129|174929|32643|293727|306050,Nghi-dinh-38-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-van-hoa-quang-cao-469165 || Nghi-dinh-14-2022-ND-CP-sua-doi-Nghi-dinh-15-2020-ND-CP-xu-phat-hanh-chinh-buu-chinh-482325 || Nghi-dinh-96-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-quan-ly-bao-ve-bien-gioi-quoc-gia-450989 || Nghi-dinh-167-2013-ND-CP-xu-phat-vi-pham-hanh-chinh-an-ninh-an-toan-xa-hoi-phong-chua-chay-213552 || Nghi-dinh-119-2017-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-tieu-chuan-do-luong-343705,3|1|2|2|2,4|1|2|5|2,6|1|3|5|3
122008,"Nội dung chính sách ra sao, trình tự và thời gian thực hiện theo quy định pháp luật ",PROCEDURE,18,,0.8518518518518519,20,0.8125,2.5952577590942383,1,148141,172948,224467|282842|244515|172948|276168,276168|148141|224467|244515|282842,276168|148141|244515|224467|282842,148141|276168|189268|71728|43592,Nghi-dinh-116-2016-ND-CP-chinh-sach-ho-tro-hoc-sinh-truong-pho-thong-o-xa-thon-dac-biet-kho-khan-317 || Thong-tu-32-2016-TT-BTNMT-xay-dung-ban-hanh-van-ban-quy-pham-phap-luat-quan-ly-nha-nuoc-317441 || Thong-tu-12-2016-TTLT-BLDTBXH-BGDDT-BTC-huong-dan-53-2015-QD-TTg-noi-tru-sinh-vien-cao-dang-317090 || Nghi-dinh-34-2016-ND-CP-quy-dinh-chi-tiet-bien-phap-thi-hanh-luat-ban-hanh-van-ban-quy-pham-phap-lua || Quyet-dinh-53-2015-QD-TTg-chinh-sach-noi-tru-hoc-sinh-sinh-vien-hoc-cao-dang-trung-cap-294053,1|3|2|3|1,4|3|2|3|2,5|4|4|4|2
30278,"Để tiếp tục thực hiện Chương trình phục hồi và phát triển kinh tế - xã hội, Chính phủ giao các cơ quan ban ngành những nhiệm vụ gì?",GENERAL_SEMANTIC,28,,0.85,19,0.0146484375,3.46765398979187,1,148246,288451,213418|297470|119090|16548|288451,213418|119090|297470|16548|288451,119090|213418|297470|16548|148246,119090|118975|161441|16548|186125,Nghi-quyet-63-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-4-512643 || Nghi-quyet-25-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-02-506481 || Nghi-quyet-50-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-3-510000 || Nghi-quyet-24-2021-QH15-chu-truong-dau-tu-Chuong-trinh-muc-tieu-quoc-gia-giam-ngheo-ben-vung-484262 || Nghi-quyet-50-NQ-CP-2023-Phien-hop-Chinh-phu-thuong-ky-thang-3-562395,2|3|4|2|1,2|5|4|3|3,5|5|4|3|4
143472,Mẫu báo cáo kết quả thanh tra chuyên ngành về hải quan mới nhất hiện nay? Báo cáo kết quả thanh tra có những nội dung chủ yếu nào?,GENERAL_SEMANTIC,29,,0.8492063492063492,17,1.16796875,3.6924874782562256,1,173547|136938,193936|89955,51323|79032|195962|193936|89955,51323|195962|79032|136938|193936,51323|195962|79032|173547|136938,51323|195962|136938|173547|248341,Quyet-dinh-4129-QD-TCHQ-2017-Quy-dinh-to-chuc-cong-tac-Doan-thanh-tra-nganh-hai-quan-369874 || Nghi-dinh-07-2012-ND-CP-co-quan-duoc-giao-thuc-hien-chuc-nang-thanh-tra-134598 || Thong-tu-128-2021-TT-BCA-quy-trinh-thanh-tra-chuyen-nganh-cua-Cong-an-nhan-dan-505456 || Thong-tu-02-2014-TT-BGTVT-quy-trinh-xu-phat-hanh-chinh-quan-ly-noi-bo-thanh-tra-Giao-thong-van-tai-2 || Thong-tu-06-2021-TT-TTCP-hoat-dong-Doan-thanh-tra-trinh-tu-tien-hanh-mot-cuoc-thanh-tra-490930,2|3|2|3|3,3|4|2|5|3,6|5|5|6|5
12968,Vi bằng là gì?,DEFINITION,4,,0.8481481481481481,21,0.01953125,3.246222972869873,1,10719,4644,127073|161167|99335|174171|4644,127073|161167|174171|99335|4644,127073|161167|99335|174171|10719,127073|174171|161167|293727|145302,Nghi-dinh-08-2020-ND-CP-to-chuc-va-hoat-dong-cua-Thua-phat-lai-331814 || Thong-tu-lien-tich-09-2014-TTLT-BTP-TANDTC-VKSNDTC-BTC-huong-dan-thi-diem-Thua-phat-lai-224304 || Quyet-dinh-2885-QD-BYT-2022-tai-lieu-truyen-thong-truc-tiep-cham-soc-suc-khoe-sinh-san-vi-thanh-nien || Thong-tu-05-2020-TT-BTP-huong-dan-Nghi-dinh-08-2020-ND-CP-to-chuc-Thua-phat-lai-453632 || Thong-tu-08-2023-TT-BGDDT-sua-doi-Thong-tu-01-2021-TT-BGDDT-02-2021-TT-BGDDT-514067,5|3|1|1|1,5|3|2|1|1,5|4|2|2|1
107904,Chủ tịch Ủy ban nhân dân cấp xã có quyền xử phạt cá nhân đưa vật thể thuộc diện kiểm dịch thực vật tới nơi không quy định trong Giấy phép kiểm dịch không?,SANCTION,34,NEGATION,0.8465608465608465,20,0.02734375,1.8621245622634888,1,32643|17545,81400|174929,165596|293254|81400|114608|174929,165596|293254|81400|114608|174929,165596|293254|32643|114608|17545,165596|32643|45352|293254|278751,Nghi-dinh-31-2016-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-giong-cay-trong-bao-ve-thuc-vat-2016-310 || Nghi-dinh-14-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-ve-chan-nuoi-466330 || Nghi-dinh-96-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-quan-ly-bao-ve-bien-gioi-quoc-gia-450989 || Nghi-dinh-71-2019-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-hoa-chat-vat-lieu-no-cong-nghiep-4 || Luat-xu-ly-vi-pham-hanh-chinh-2012-142766,1|2|1|1|1,3|2|2|2|1,5|2|5|3|5
160062,Bệnh tay chân miệng được chia thành mấy mức độ? Bệnh nhân được điều trị bệnh tay chân miệng ngoại trú tại nhà khi nào?,CONDITION,25,HYPOTHETICAL,0.8465608465608465,19,1.07421875,2.1456291675567627,0,,,223097|189082|234757|222242|276631,223097|234757|222242|189082|276631,223097|234757|222242|189082|276631,124224|18711|223097|30854|234757,Quyet-dinh-1003-QD-BYT-huong-dan-chan-doan-dieu-tri-benh-tay-chan-mieng-137651 || Luat-kham-benh-chua-benh-nam-2009-98714 || Luat-15-2023-QH15-kham-benh-chua-benh-372143 || Thong-tu-lien-tich-16-2016-TTLT-BYT-BQP-kham-suc-khoe-thuc-hien-nghia-vu-quan-su-320439 || ,5|2|2|3|2,6|4|3|5|3,6|5|4|5|3
9906,Trình tự tự công bố lại sản phẩm được tiến hành như thế nào?,PROCEDURE,14,,0.8465608465608465,19,0.11328125,3.0788285732269287,1,208111,185325,20261|155024|13700|185325|81916,20261|13700|155024|81916|153173,20261|13700|81916|155024|208111,20261|138562|204875|153173|45352,Nghi-dinh-15-2018-ND-CP-huong-dan-Luat-an-toan-thuc-pham-341254 || Thong-tu-30-2011-TT-BTTTT-chung-nhan-hop-quy-va-cong-bo-hop-quy-131731 || Thong-tu-23-2018-TT-BYT-thu-hoi-xu-ly-thuc-pham-khong-bao-dam-an-toan-thuoc-tham-quyen-Bo-Y-te-39484 || Thong-tu-45-2012-TT-BGTVT-quy-dinh-kiem-tra-chat-luong-an-toan-ky-thuat-152032 || Thong-tu-36-2019-TT-BCT-quan-ly-chat-luong-san-pham-hang-hoa-431600,5|3|1|2|2,5|3|2|2|4,5|3|5|2|5
164484,Chủ tịch Ủy ban nhân dân cấp huyện được quyền xử phạt người tổ chức sự kiện giới thiệu mỹ phẩm nhưng không thông báo tới cơ quan có thẩm quyền không?,SANCTION,32,NEGATION,0.8462962962962963,18,0.029296875,2.0697083473205566,1,229874,18428,107019|9129|18428|306050|32778,107019|9129|306050|18428|32778,107019|9129|229874|306050|32778,107019|152966|9129|229874|108148,Nghi-dinh-117-2020-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-y-te-398159 || Nghi-dinh-38-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-van-hoa-quang-cao-469165 || Nghi-dinh-119-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-hoat-dong-bao-chi-hoat-dong-xuat-ban-45462 ||  || Nghi-dinh-128-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-hai-quan-426375,4|2|1|1|1,4|4|1|2|1,6|6|2|2|3
68674,Điều kiện để được hưởng chế độ phụ cấp ưu đãi là gì?,DEFINITION,13,,0.8447089947089947,19,0.0546875,1.393795132637024,1,57266,23402,117673|40635|156|123271|23402,40635|117673|156|123271|57266,40635|117673|156|57266|123271,140693|165830|40635|131770|57266,Nghi-dinh-76-2019-ND-CP-chinh-sach-doi-voi-can-bo-cong-chuc-cong-tac-o-vung-kinh-te-dac-biet-kho-kha || Thong-tu-36-2015-TT-BLDTBXH-ho-so-thu-tuc-che-do-uu-dai-giao-duc-nguoi-co-cong-cach-mang-va-con-2915 || Nghi-dinh-131-2021-ND-CP-huong-dan-Phap-lenh-Uu-dai-nguoi-co-cong-voi-cach-mang-288920 || Thong-tu-lien-tich-06-2010-TTLT-BYT-BNV-BTC-huong-dan-Nghi-dinh-64-2009-ND-CP-105278 || Nghi-dinh-31-2013-ND-CP-huong-dan-Phap-lenh-uu-dai-nguoi-co-cong-voi-cach-mang-181099,3|1|1|3|1,4|4|1|3|4,5|4|6|4|6
120940,Chi phí xin phép thì đơn vị nào chịu trách nhiệm thanh toán?,PROCEDURE,13,,0.8444444444444444,20,0.4296875,1.4562236070632935,1,272245|293073,21202|26667,178285|226254|17754|21202|26667,17754|178285|226254|21202|272245,226254|17754|272245|178285|293073,272245|32966|17754|293073|103106,Thong-tu-09-2022-TT-BGTVT-phuong-phap-danh-gia-ho-so-lua-chon-nha-dau-tu-nganh-giao-thong-518574 || Luat-phi-va-le-phi-2015-298376 || Thong-tu-141-2011-TT-BTC-che-do-thanh-toan-tien-nghi-phep-hang-nam-130865 || Quyet-dinh-70-QD-HDQL-quy-che-quan-ly-thanh-toan-cho-vay-von-dau-tu-nhan-uy-thac-59380 || Thong-tu-13-2017-TT-BTC-quan-ly-thu-chi-bang-tien-mat-qua-he-thong-Kho-bac-Nha-nuoc-340778,1|1|4|2|3,1|1|4|2|3,2|1|4|2|4
