qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
40290,Thực hiện đề nghị cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung khi có sự thay đổi về cách sử dụng bằng cách nào?,PROCEDURE,31,HYPOTHETICAL,0.5611111111111111,13,0.0,3.468050718307495,0,,,245029|44086|205572|165596|122134,44086|245029|205572|165596|122134,245029|44086|205572|165596|122134,44086|245029|205572|153413|158189,Thong-tu-21-2015-TT-BNNPTNT-quan-ly-thuoc-bao-ve-thuc-vat-277987 || Quyet-dinh-238-QD-BNN-BVTV-2022-cong-bo-thu-tuc-hanh-chinh-linh-vuc-bao-ve-thuc-vat-500997 || Luat-bao-ve-kiem-dich-thuc-vat-2013-215840 || Nghi-dinh-31-2016-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-giong-cay-trong-bao-ve-thuc-vat-2016-310 || Thong-tu-16-2013-TT-BNNPTNT-huong-dan-bao-ho-quyen-doi-voi-giong-cay-trong-174903,6|6|5|1|1,6|6|5|5|2,6|6|5|5|5
44970,Phụ nữ đang nuôi con nhỏ đã được ân giảm án tử hình thì thì phải chấp hành tối thiểu bao nhiêu năm tù?,GENERAL_SEMANTIC,24,,0.6489417989417989,12,0.0,2.9026689529418945,0,,,245154|24778|43981|217349|147066,245154|43981|24778|147066|217349,245154|24778|43981|147066|217349,43981|147066|245154|202211|24778,Bo-luat-hinh-su-2015-296661 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-luat-Hinh-su-1985-17-LCT-HDNN7-37003 || Luat-thi-hanh-tam-giu-tam-giam-2015-298373,5|5|4|2|2,5|5|4|5|3,6|6|5|6|6
7718,Mục tiêu và nguyên tắc phục hồi chức năng và điều trị các bệnh lý ở người lớn do hậu COVID-19 gây ra?,GENERAL_SEMANTIC,24,,0.6997354497354498,13,0.0,4.34366512298584,1,296375,254937,65009|292497|222242|276631|254937,65009|222242|276631|292497|254937,65009|292497|222242|276631|296375,65009|296375|276631|222242|254937,Quyet-dinh-2122-QD-BYT-2022-chan-doan-va-dieu-tri-sau-nhiem-COVID19-o-nguoi-lon-524317 ||  || Luat-15-2023-QH15-kham-benh-chua-benh-372143 ||  || Quyet-dinh-250-QD-BYT-2022-Huong-dan-chan-doan-dieu-tri-COVID19-502064,6|2|3|4|1,6|2|5|5|4,6|5|5|5|6
94746,Người lao động cao tuổi có quyền thỏa thuận với người sử dụng lao động về việc rút ngắn thời giờ làm việc hằng ngày không?,GENERAL_SEMANTIC,26,NEGATION,0.3746031746031745,8,0.0,4.919064998626709,0,,,129823|143446|234652|208105|222158,129823|143446|234652|222158|208105,129823|143446|234652|222158|208105,129823|143446|222158|245505|183757,Bo-Luat-lao-dong-2019-333670 || Bo-Luat-lao-dong-2012-142187 || Nghi-dinh-05-2015-ND-CP-huong-dan-Bo-luat-Lao-dong-263294 || Nghi-dinh-45-2013-ND-CP-huong-dan-Bo-luat-lao-dong-thoi-gio-lam-viec-nghi-ngoi-186885 || Nghi-dinh-145-2020-ND-CP-huong-dan-Bo-luat-Lao-dong-ve-dieu-kien-lao-dong-quan-he-lao-dong-459400,6|6|6|3|4,6|6|6|5|6,6|6|6|6|6
78846,Chương trình mục tiêu quốc gia phát triển kinh tế xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 có hỗ trợ nhà ở cho hộ đồng bào dân tộc thiểu số không?,GENERAL_SEMANTIC,40,NEGATION,0.638888888888889,12,0.001953125,3.8164234161376953,1,281469,285636,82252|172183|279608|225809|285636,225809|172183|279608|82252|285636,82252|172183|225809|279608|281469,225809|279608|11864|281469|162307,Quyet-dinh-1719-QD-TTg-2021-Chuong-trinh-phat-trien-kinh-te-xa-hoi-vung-dan-toc-thieu-so-491217 || Thong-tu-02-2022-TT-UBDT-huong-dan-du-an-Chuong-trinh-phat-trien-kinh-te-dan-toc-thieu-so-521070 || Thong-tu-01-2022-TT-BXD-ho-tro-nha-o-ho-ngheo-thuoc-Chuong-trinh-giam-ngheo-ben-vung-520547 || Nghi-quyet-88-2019-QH14-De-an-phat-trien-kinh-te-xa-hoi-vung-dong-bao-dan-toc-thieu-so-va-mien-nui-4 || Quyet-dinh-90-QD-TTg-2022-phe-duyet-Chuong-trinh-muc-tieu-quoc-gia-giam-ngheo-ben-vung-500969,6|4|2|4|2,6|6|4|6|2,6|6|5|6|2
35574,Người được ủy quyền phát ngôn và cung cấp thông tin cho báo chí của Tổng cục Hải quan có quyền lợi gì?,GENERAL_SEMANTIC,23,,0.4817460317460317,11,0.0029296875,4.779728889465332,0,,,149025|200063|216303|262748|182256,149025|216303|200063|262748|182256,149025|200063|216303|262748|182256,149025|216303|211524|100548|262748,Quyet-dinh-178-QD-TCHQ-2019-phat-ngon-va-cung-cap-thong-tin-cho-bao-chi-cua-Tong-cuc-Hai-quan-406167 || Quyet-dinh-836-QD-TCT-2018-cung-cap-thong-tin-cho-bao-chi-cua-Tong-cuc-Thue-528425 || Quyet-dinh-388-QD-BKHDT-Quy-che-phat-ngon-cung-cap-thong-tin-cho-bao-chi-2017-345556 || Quyet-dinh-959-QD-CHK-2022-Quy-che-phat-ngon-cho-bao-chi-cua-Hang-khong-Viet-Nam-514002 || Nghi-dinh-09-2017-ND-CP-phat-ngon-cung-cap-thong-tin-cho-bao-chi-cua-cac-co-quan-hanh-chinh-nha-nuoc,6|5|6|4|1,6|6|6|5|5,6|6|6|6|6
130848,Khai thác khoáng sản làm vật liệu xây dựng thông thường bị xem là trái phép khi nào?,CONDITION,18,HYPOTHETICAL,0.6034391534391534,12,0.00390625,2.1442878246307373,0,,,117172|137582|247578|67945|305455,117172|137582|247578|305455|67945,117172|137582|247578|305455|67945,117172|305455|81400|28288|137582,Luat-khoang-san-2010-115263 || Nghi-dinh-36-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-tai-nguyen-nuoc-va-khoang-san-4381 || Nghi-dinh-158-2016-ND-CP-huong-dan-Luat-khoang-san-332220 || Luat-dat-dai-2013-215836 || Luat-Dat-dai-2003-13-2003-QH11-51685,6|5|4|2|4,6|6|6|5|5,6|6|6|6|6
78844,Chủ nợ và doanh nghiệp mất khả năng thanh toán có được quyền thương lượng rút đơn yêu cầu mở thủ tục phá sản không?,PROCEDURE,25,NEGATION,0.6550264550264551,15,0.00390625,3.1549582481384277,1,198465|90853,288736|57682,277391|217416|144344|288736|57682,277391|217416|144344|288736|57682,277391|217416|144344|198465|90853,277391|217416|156593|198465|213424,Luat-Pha-san-2014-238641 || Thong-tu-01-2015-TT-CA-Quy-che-lam-viec-to-tham-phan-trong-qua-trinh-giai-quyet-vu-viec-pha-san-2932 || Nghi-quyet-03-2016-NQ-HDTP-huong-dan-thi-hanh-quy-dinh-Luat-pha-san-304588 || Quyet-dinh-436-QD-VKSTC-2020-quy-trinh-kiem-sat-viec-giai-quyet-pha-san-459143 || Nghi-quyet-326-2016-UBTVQH14-muc-thu-mien-giam-thu-nop-quan-ly-su-dung-an-phi-le-phi-Toa-an-337085,6|5|4|0|0,6|5|4|3|2,6|5|5|3|2
87462,Yêu cầu về kinh nghiệm công tác đối với Trưởng phòng tại các đơn vị thuộc cơ quan Cục Thuế thế nào?,GENERAL_SEMANTIC,22,,0.6724867724867726,14,0.00390625,3.0138583183288574,0,,,128674|23771|209678|285734|134648,128674|23771|285734|209678|134648,128674|23771|285734|209678|134648,128674|27125|299093|23771|249866,Quyet-dinh-558-QD-TCT-2017-Tieu-chuan-cac-chuc-danh-lanh-dao-thuoc-Tong-cuc-Thue-411658 || Quyet-dinh-353-QD-BTC-2022-Tieu-chuan-chuc-danh-lanh-dao-cap-Phong-508452 || Quyet-dinh-298-QD-BTC-2022-tieu-chuan-chuc-danh-lanh-dao-cap-Vu-thuoc-Tong-cuc-514178 || Quyet-dinh-1836-QD-BTC-2018-co-cau-to-chuc-cua-Cuc-Thue-truc-thuoc-Tong-cuc-Thue-401820 || Quyet-dinh-1596-QD-BVHTTDL-2021-tieu-chuan-chuc-danh-lanh-dao-quan-ly-co-quan-hanh-chinh-476110,6|5|2|2|3,6|5|2|2|4,6|5|4|2|4
36886,Tổ chức tín dụng được cung cấp thông tin tiền gửi của khách hàng cho người khác trong trường hợp nào?,CONDITION,21,HYPOTHETICAL,0.47777777777777775,10,0.005859375,4.01482629776001,0,,,232521|26667|82450|102948|180368,232521|26667|82450|180368|102948,232521|26667|82450|180368|102948,232521|26667|82450|189206|237356,Nghi-dinh-117-2018-ND-CP-giu-bi-mat-cung-cap-thong-tin-khach-hang-cua-to-chuc-tin-dung-336189 || Luat-cac-to-chuc-tin-dung-2010-108079 || Quyet-dinh-16-QD-HDQL-Quy-che-cung-cap-thong-tin-hoat-dong-cua-Ngan-hang-Phat-trien-Viet-Nam-68109 || Thong-tu-03-2013-TT-NHNN-hoat-dong-thong-tin-tin-dung-Ngan-hang-nha-nuoc-167551 || Nghi-dinh-58-2021-ND-CP-hoat-dong-cung-ung-dich-vu-thong-tin-tin-dung-477450,6|6|5|3|4,6|6|5|5|6,6|6|5|5|6
100080,Tổng giám đốc Tổng công ty Viễn thông MobiFone được đề nghị Hội đồng thành viên quyết định bổ nhiệm những chức danh nào?,PROCEDURE,24,INSTRUMENT,0.5706349206349206,11,0.0078125,3.501433849334717,1,115758,60818,251459|58154|36967|135528|60818,251459|135528|36967|58154|60818,251459|58154|36967|135528|115758,251459|115758|135528|134613|240460,Quyet-dinh-1524-QD-BTTTT-Dieu-le-to-chuc-hoat-dong-tong-cong-ty-vien-thong-mobiFone-2015-290968 || Quyet-dinh-618-QD-UBQLV-2022-Quy-che-quan-ly-tai-chinh-cua-Cong-ty-me-Vien-thong-MobiFone-544588 || Quyet-dinh-552-QD-BXD-2017-quan-ly-nguoi-quan-ly-doanh-nghiep-do-Bo-Xay-dung-lam-dai-dien-373475 || Nghi-dinh-25-2016-ND-CP-dieu-le-to-chuc-hoat-dong-tap-doan-buu-chinh-vien-thong-Viet-Nam-308264 || Nghi-dinh-118-2013-ND-CP-Dieu-le-to-chuc-hoat-dong-Tap-doan-Det-May-Viet-Nam-209734,6|3|3|6|2,6|3|3|6|3,6|6|4|6|5
113004,Không thực hiện đăng ký giao dịch cổ phiếu trên sàn Upcom thì có bị phạt gì không? ,SANCTION,18,NEGATION,0.6256613756613757,13,0.0078125,1.8932665586471558,0,,,93883|79101|165780|186584|86112,93883|165780|79101|86112|186584,93883|79101|165780|186584|86112,93883|165780|213188|79101|86112,Nghi-dinh-156-2020-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-chung-khoan-461194 || Nghi-dinh-128-2021-ND-CP-sua-doi-Nghi-dinh-156-2020-ND-CP-306856 || Nghi-dinh-155-2020-ND-CP-huong-dan-Luat-Chung-khoan-461323 || Nghi-dinh-122-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-ke-hoach-285024 || Quyet-dinh-34-QD-HDTV-2022-Quy-che-Dang-ky-va-Quan-ly-giao-dich-chung-khoan-chua-niem-yet-542097,5|4|6|2|4,5|4|6|2|5,5|5|6|5|6
126942,Bay kiểm tra được phân loại gồm những hình thức nào?,GENERAL_SEMANTIC,11,,0.7828042328042328,17,0.0078125,3.2128238677978516,1,112250,194788,15628|157128|73464|96750|194788,15628|157128|96750|73464|112250,15628|157128|96750|73464|112250,15628|25241|112250|240806|96750,Thong-tu-19-2017-TT-BGTVT-quy-dinh-ve-quan-ly-va-bao-dam-hoat-dong-bay-330393 || Thong-tu-28-2018-TT-BTNMT-quy-dinh-ky-thuat-cong-tac-bay-do-tu-trong-dieu-tra-dia-chat-khoang-san-40 || Nghi-dinh-89-2018-ND-CP-huong-dan-Luat-phong-chong-benh-truyen-nhiem-ve-kiem-dich-y-te-bien-gioi-363 || Nghi-dinh-125-2015-ND-CP-quan-ly-hoat-dong-bay-297529 || Thong-tu-69-2020-TT-BCA-kiem-tra-cong-tac-bao-ve-moi-truong-trong-Cong-an-nhan-dan-446246,5|3|1|2|1,6|4|3|2|2,6|5|5|3|3
19426,Có bắt buộc lập hồ sơ quản lý tại mỗi điểm kết nối tín hiệu đèn báo hiệu trên đường bộ tại đường ngang với đèn giao thông đường bộ hay không?,PROCEDURE,32,NEGATION,0.5373015873015873,12,0.0078125,3.7622087001800537,1,184715|150499,118171|50885,129719|279475|216398|118171|50885,129719|279475|216398|150499|50885,129719|279475|216398|184715|150499,129719|150499|279475|184715|107319,Thong-tu-28-2018-TT-BGTVT-ket-noi-tin-hieu-den-giao-thong-duong-bo-voi-tin-hieu-den-duong-ngang-3673 ||  || Thong-tu-37-2018-TT-BGTVT-quy-dinh-ve-quan-ly-khai-thac-va-bao-tri-cong-trinh-duong-bo-374657 || Thong-tu-50-2015-TT-BGTVT-huong-dan-11-2010-ND-CP-quan-ly-bao-tri-ket-cau-ha-tang-giao-thong-duong-b || Luat-Duong-sat-2017-307545,6|6|1|1|1,6|6|2|2|2,6|6|5|4|5
38702,Khi kết thúc điều trị nắn chỉnh răng hai hàm sử dụng mắc cài sứ truyền thống cần thực hiện những việc gì?,GENERAL_SEMANTIC,23,HYPOTHETICAL,0.6746031746031746,15,0.0078125,3.4985814094543457,1,58855,36340,116971|45655|17489|83120|36340,116971|45655|17489|83120|36340,116971|45655|17489|83120|58855,116971|45655|154031|54328|36340,Quyet-dinh-2121-QD-BYT-2020-tai-lieu-Huong-dan-quy-trinh-ky-thuat-chuyen-nganh-Rang-ham-mat-454411 || Quyet-dinh-3108-QD-BYT-2015-tai-lieu-chuyen-mon-huong-dan-chan-doan-dieu-tri-benh-Rang-Ham-Mat-28510 || Thong-tu-15-2019-TT-BVHTTDL-bao-quan-tu-bo-phuc-hoi-di-tich-434020 ||  || Thong-tu-34-2012-TT-NHNN-phat-trien-bao-tri-phan-mem-nghiep-vu-ngan-hang-162371,6|6|0|0|0,6|6|0|0|0,6|6|1|0|0
44854,Vi phạm quy định về họp báo thì tổ chức sẽ bị xử phạt vi phạm hành chính như thế nào?,SANCTION,21,,0.5333333333333333,13,0.0078125,2.993016242980957,0,,,229874|19627|177510|99929|125585,229874|19627|177510|125585|99929,229874|19627|177510|99929|125585,229874|254178|125585|26782|186584,Nghi-dinh-119-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-hoat-dong-bao-chi-hoat-dong-xuat-ban-45462 || Luat-Bao-chi-2016-280645 || Nghi-dinh-51-2002-ND-CP-huong-dan-Luat-Bao-chi-Luat-sua-doi-bo-sung-mot-so-dieu-cua-Luat-Bao-chi-493 || Nghi-dinh-88-2012-ND-CP-Quy-dinh-hoat-dong-thong-tin-bao-chi-cua-bao-chi-150053 || Nghi-dinh-14-2022-ND-CP-sua-doi-Nghi-dinh-15-2020-ND-CP-xu-phat-hanh-chinh-buu-chinh-482325,5|5|5|5|0,5|5|5|5|5,5|5|5|5|5
57478,Phí công chứng phải nộp khi công chứng hợp đồng mua bán là bao nhiêu?,GENERAL_SEMANTIC,15,HYPOTHETICAL,0.5333333333333333,13,0.0078125,2.903280735015869,1,57221,293727,248593|114415|267782|47546|293727,114415|248593|267782|47546|57221,114415|248593|267782|47546|57221,114415|57221|267782|248593|47546,Luat-Cong-chung-2014-238638 || Thong-tu-257-2016-TT-BTC-phi-cong-chung-thuc-tham-dinh-hanh-nghe-cong-chung-the-cong-chung-vien-3332 || Quyet-dinh-08-2016-QD-UBND-muc-tran-thu-lao-cong-chung-thanh-pho-Ho-Chi-Minh-306699 ||  || Thong-tu-226-2016-TT-BTC-phi-chung-thuc-322363,5|5|5|5|0,5|5|5|5|4,5|5|5|5|4
70886,"14 tuổi phạm tội cướp tài sản, giết người thì bị phạt bao nhiêu năm tù?",SANCTION,16,,0.4555555555555555,9,0.0078125,2.6730902194976807,1,161003,102434,245154|43981|24778|147066|102434,245154|43981|24778|147066|161003,245154|43981|24778|147066|161003,43981|245154|237914|175298|177925,Bo-luat-hinh-su-2015-296661 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 || Bo-luat-Hinh-su-1985-17-LCT-HDNN7-37003 || Bo-luat-hinh-su-2009-sua-doi-37-2009-QH12-90648,6|5|6|4|3,6|6|6|5|5,6|6|6|6|6
71950,Pháp nhân thương mại được quy định như thế nào?,GENERAL_SEMANTIC,10,,0.5968253968253968,13,0.0078125,3.484243631362915,1,119613,198374,81598|220365|132797|153054|198374,81598|220365|132797|153054|21398,81598|220365|132797|153054|119613,81598|119613|43981|245154|21398,Bo-luat-dan-su-2015-296215 || Luat-Thuong-mai-2005-36-2005-QH11-2633 || Bo-luat-Dan-su-2005-33-2005-QH11-2463 || Bo-luat-Dan-su-1995-44-L-CTN-39391 || Nghi-dinh-55-2020-ND-CP-huong-dan-Luat-Thi-hanh-an-hinh-su-thi-hanh-an-phap-nhan-thuong-mai-443525,5|2|5|5|3,5|5|6|5|4,5|6|6|5|5
76048,Ngoài lương được hưởng trong thời gian thi đấu huấn luyện viên và vận động viên còn được nhận những khoản nào khác?,GENERAL_SEMANTIC,23,,0.40555555555555545,10,0.0078125,2.9744598865509033,0,,,142152|181804|43837|247611|236448,181804|142152|43837|247611|236448,181804|142152|43837|236448|247611,181804|142152|78406|123446|43837,Thong-tu-19-2015-TT-BCA-che-do-huan-luyen-vien-van-dong-vien-hoat-dong-the-duc-the-thao-cong-an-nhan || Nghi-dinh-152-2018-ND-CP-che-do-doi-voi-huan-luyen-vien-the-thao-trong-thoi-gian-tap-huan-399240 || Thong-tu-86-2020-TT-BTC-che-do-dinh-duong-dac-thu-doi-voi-huan-luyen-vien-the-thao-thanh-tich-cao-45 || Thong-tu-164-2019-TT-BQP-muc-tien-an-thuoc-bo-doi-voi-huan-luyen-vien-van-dong-vien-Quan-doi-427750 || Nghi-dinh-36-2019-ND-CP-huong-dan-Luat-The-duc-The-thao-sua-doi-412696,6|6|5|1|5,6|6|5|5|5,6|6|5|5|6
